Geo Point;Geo Shape;Street;MotDir;Id_Seg_Ges;Id_Seg_Obs;commune;code_insee;codsti;Nrivoli;Longueur;Type;arrete;date_mes;Annee;pole;SensUnique;DoubleSens_Cyclable;commentaire
43.6004579673,1.45096009969;"{""type"": ""LineString"", ""coordinates"": [[1.450946567694574, 43.60040082432007], [1.450943179841492, 43.600453784738164], [1.450998422965949, 43.60050525330336]]}";RUE SAINTE ANNE;ANNE (RUE SAINTE ANNE);4761;4761;TOULOUSE;31555;315556124812;3105558004;13;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6322691849,1.46135571547;"{""type"": ""LineString"", ""coordinates"": [[1.462540531056298, 43.63160518305559], [1.460259165830891, 43.63288380863773], [1.460169905443119, 43.632931367239415]]}";RUE DE LA JALOUSIE;JALOUSIE (RUE DE LA JALOUSIE);689;689;TOULOUSE;31555;315553590440;3105554440;241;Zone de Rencontre;19/004;2019-01-10T01:00:00+01:00;2019;Nord;oui;non;
43.6083177055,1.43039647998;"{""type"": ""LineString"", ""coordinates"": [[1.43073633098897, 43.60801623956538], [1.430056628977586, 43.60861917141619]]}";RUE BERGEAUD;BERGEAUD (RUE BERGEAUD);5251;5251;TOULOUSE;31555;315550790439;3105551056;87;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6010566063,1.45042599957;"{""type"": ""LineString"", ""coordinates"": [[1.45009467143777, 43.60104604459247], [1.45027968518625, 43.60103612904876], [1.450756703661611, 43.60108906573402]]}";RUE DES CHEMINEES;CHEMINEES (RUE DES CHEMINEES);4742;4742;TOULOUSE;31555;315551715213;3105552004;54;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.601657317,1.45132116341;"{""type"": ""LineString"", ""coordinates"": [[1.450750172705937, 43.60161973843881], [1.451892154120323, 43.60169489548325]]}";RUE DELPECH;DELPECH (RUE DELPECH);4764;4764;TOULOUSE;31555;315552220812;3105552572;92;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6080874236,1.44567845123;"{""type"": ""LineString"", ""coordinates"": [[1.445685785515621, 43.60790109292655], [1.445671116938949, 43.608273754326426]]}";RUE D ALSACE LORRAINE;LORRAINE (RUE D ALSACE LORRAINE);3318;3318;TOULOUSE;31555;315550118429;3105550224;41;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6063738196,1.43306606944;"{""type"": ""LineString"", ""coordinates"": [[1.432832867106117, 43.605850273906086], [1.433232724416837, 43.606702141402884], [1.43319442282944, 43.606910936192264]]}";RUE LANCEFOC;LANCEFOC (RUE LANCEFOC);3098;3098;TOULOUSE;31555;315553833634;3105554988;123;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6088325772,1.43700782495;"{""type"": ""LineString"", ""coordinates"": [[1.437207827077359, 43.60860801249859], [1.436807822831095, 43.60905714181944]]}";PL SAINT JULIEN;JULIEN (PL SAINT JULIEN);5379;5379;TOULOUSE;31555;315556275246;3105557864;59;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6076399748,1.42916841077;"{""type"": ""LineString"", ""coordinates"": [[1.429946428323146, 43.60687172901228], [1.429904191316627, 43.607082323889976], [1.428274499635279, 43.608336128242286]]}";RUE DU BEARNAIS;BEARNAIS (RUE DU BEARNAIS);3046;3046;TOULOUSE;31555;315550672010;3105550948;215;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6075523689,1.43212616592;"{""type"": ""LineString"", ""coordinates"": [[1.432057196160011, 43.60737681014832], [1.432195135684579, 43.60772792763579]]}";IMP FRANCISQUE SARCEY;SARCEY (IMP FRANCISQUE SARCEY);3093;3093;TOULOUSE;31555;315556496056;3105553468;41;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6048933685,1.42937214085;"{""type"": ""LineString"", ""coordinates"": [[1.428501719192825, 43.60494991431903], [1.428983132560144, 43.604971744113755], [1.429137466271617, 43.605010832280044], [1.43022818161789, 43.60469126508482]]}";ALL DU NIGER;NIGER (ALL DU NIGER);3109;3109;TOULOUSE;31555;315554953610;3105556280;147;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6047708224,1.43372354912;"{""type"": ""LineString"", ""coordinates"": [[1.433952590943674, 43.60395464248381], [1.43415585540162, 43.604376348352545], [1.434193582366036, 43.60446552371912], [1.434211451885087, 43.60457542361057], [1.434131635987042, 43.60468832140167], [1.43404979020777, 43.60476057295928], [1.433920554062511, 43.60487113566476], [1.43283997607463, 43.60529400601734]]}";ALL DE BRIENNE;BRIENNE (ALL DE BRIENNE);3102;3102;TOULOUSE;31555;315551190413;3105551424;212;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.607401292,1.44128122801;"{""type"": ""LineString"", ""coordinates"": [[1.441264823980347, 43.60752830261216], [1.441294052752472, 43.60745589477272], [1.44127625313797, 43.60734127098561], [1.441277309299344, 43.607270319746966]]}";IMP ALEXANDRE YERSIN;YERSIN (IMP ALEXANDRE YERSIN);8965;8965;TOULOUSE;31555;315558449005;3105550162;29;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6060700856,1.44642916345;"{""type"": ""LineString"", ""coordinates"": [[1.446451932763575, 43.60594016831046], [1.446406394140745, 43.60620000293495]]}";PL VICTOR HUGO;HUGO (PL VICTOR HUGO);3330;3330;TOULOUSE;31555;315553478418;3105558840;29;Zone de Rencontre;19/142;2019-11-07T01:00:00+01:00;2019;Centre;oui;oui;
43.6048251739,1.44820084195;"{""type"": ""LineString"", ""coordinates"": [[1.447913572687558, 43.60483711206923], [1.448488111207313, 43.60481323573581]]}";RUE DES TROIS JOURNEES;JOURNEES (RUE DES TROIS JOURNEES);4718;4718;TOULOUSE;31555;315556979210;3105558604;46;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6036862161,1.43517464253;"{""type"": ""LineString"", ""coordinates"": [[1.435418053860485, 43.6039057631414], [1.435263672536126, 43.603766522375004], [1.435261396487004, 43.60376445702981], [1.434931228545155, 43.60346667200163]]}";PL SAINT PIERRE;PIERRE (PL SAINT PIERRE);3124;3124;TOULOUSE;31555;315556368057;3105557948;63;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6060645849,1.43866240274;"{""type"": ""LineString"", ""coordinates"": [[1.438447776785875, 43.605982929791296], [1.438681277798638, 43.60604061108198], [1.438848166618691, 43.606198983860146]]}";PL ANATOLE FRANCE;FRANCE (PL ANATOLE FRANCE);5182;5182;TOULOUSE;31555;315552960015;3105550272;42;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6059291049,1.43834116787;"{""type"": ""LineString"", ""coordinates"": [[1.438447776785875, 43.605982929791296], [1.438234558962937, 43.60587527991626]]}";PL ANATOLE FRANCE;FRANCE (PL ANATOLE FRANCE);9478;9478;TOULOUSE;31555;315552960015;3105550272;21;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6062633293,1.43878926;"{""type"": ""LineString"", ""coordinates"": [[1.438848166618691, 43.606198983860146], [1.438730353389551, 43.60632767477096]]}";RUE ANTOINE DEVILLE;DEVILLE (RUE ANTOINE DEVILLE);5181;5181;TOULOUSE;31555;315552297646;3105552644;17;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6019720326,1.44044534468;"{""type"": ""LineString"", ""coordinates"": [[1.439915886300802, 43.60168306101536], [1.440974803053105, 43.602261004113195]]}";RUE JEAN SUAU;SUAU (RUE JEAN SUAU);3157;3157;TOULOUSE;31555;315556713642;3105554664;107;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6019788838,1.43834420535;"{""type"": ""LineString"", ""coordinates"": [[1.438615180882169, 43.60212121607396], [1.438526829052555, 43.60210915672544], [1.438294796469956, 43.601955934546496], [1.438094143138878, 43.60179255811436]]}";RUE ETROITE;ETROITE (RUE ETROITE);3151;3151;TOULOUSE;31555;315552668839;3105553130;57;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6012478852,1.44016130951;"{""type"": ""LineString"", ""coordinates"": [[1.440577419958858, 43.60123793549068], [1.43974519905586, 43.60125783498563]]}";RUE DE LA DAURADE;DAURADE (RUE DE LA DAURADE);3162;3162;TOULOUSE;31555;315552169749;3105552532;67;Zone de Rencontre;18/204;2018-12-10T01:00:00+01:00;2018;Centre;oui;oui;
43.6003029275,1.44143466403;"{""type"": ""LineString"", ""coordinates"": [[1.440858908325775, 43.60035174985587], [1.441122989573465, 43.60036519634617], [1.441405989878655, 43.600332427126915], [1.441714244852921, 43.60026484345539], [1.44199695217215, 43.60016489319518]]}";RUE DE L ECHARPE;ECHARPE (RUE DE L ECHARPE);6;6;TOULOUSE;31555;315552512049;3105552852;96;Zone de Rencontre;18/204;2018-12-10T01:00:00+01:00;2018;Centre;oui;oui;
43.6003251769,1.44252507944;"{""type"": ""LineString"", ""coordinates"": [[1.442583674866013, 43.60010708299361], [1.442466484007368, 43.600543270868194]]}";RUE DE LA BOURSE;BOURSE (RUE DE LA BOURSE);4613;4613;TOULOUSE;31555;315551116813;3105551380;49;Zone de Rencontre;18/204;2018-12-10T01:00:00+01:00;2018;Centre;oui;oui;
43.5981728496,1.44870650645;"{""type"": ""LineString"", ""coordinates"": [[1.448541735445633, 43.59787664620809], [1.448696739971111, 43.598133313470825], [1.448854352783101, 43.59847799553225]]}";PL SAINTES SCARBES;SCARBES (PL SAINTES SCARBES);5772;5772;TOULOUSE;31555;315556396848;3105558068;72;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6000375213,1.4514955084;"{""type"": ""LineString"", ""coordinates"": [[1.451218127416629, 43.599998007371916], [1.451772889387711, 43.60007703520488]]}";RUE BERTRAND DE L ISLE;ISLE (RUE BERTRAND DE L ISLE);5291;5291;TOULOUSE;31555;315550838431;3105551116;46;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6004403961,1.45056257768;"{""type"": ""LineString"", ""coordinates"": [[1.450178587656628, 43.600479967865056], [1.450946567694574, 43.60040082432007]]}";RUE RIGUEPELS;RIGUEPELS (RUE RIGUEPELS);4760;4760;TOULOUSE;31555;315555907226;3105557476;62;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5984811659,1.44528723052;"{""type"": ""LineString"", ""coordinates"": [[1.44500493911047, 43.59846756520232], [1.445569521921585, 43.598494766615545]]}";RUE MALETACHE;MALETACHE (RUE MALETACHE);5874;5874;TOULOUSE;31555;315554310442;3105555544;46;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5980972724,1.44875398367;"{""type"": ""LineString"", ""coordinates"": [[1.448987258033045, 43.5982945375596], [1.448786329589899, 43.59814915371478], [1.448541735445633, 43.59787664620809]]}";PL SAINTES SCARBES;SCARBES (PL SAINTES SCARBES);5774;5774;TOULOUSE;31555;315556396848;3105558068;59;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5983862665,1.44892080541;"{""type"": ""LineString"", ""coordinates"": [[1.448854352783101, 43.59847799553225], [1.448987258033045, 43.5982945375596]]}";PL SAINTES SCARBES;SCARBES (PL SAINTES SCARBES);5769;5769;TOULOUSE;31555;315556396848;3105558068;23;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5976571328,1.45095599328;"{""type"": ""LineString"", ""coordinates"": [[1.45092012395275, 43.59735409188502], [1.450991862602928, 43.59796017372484]]}";PL SAINT JACQUES;JACQUES (PL SAINT JACQUES);6043;6043;TOULOUSE;31555;315556259208;3105557844;68;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.597930257,1.45121947147;"{""type"": ""LineString"", ""coordinates"": [[1.450991862602928, 43.59796017372484], [1.451447080334631, 43.59790034034651]]}";RUE SAINT JACQUES;JACQUES (RUE SAINT JACQUES);7669;7669;TOULOUSE;31555;315556256035;3105557848;37;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5968687559,1.45013841953;"{""type"": ""LineString"", ""coordinates"": [[1.450082187951426, 43.596797828442135], [1.450194651101089, 43.59693968331364]]}";PL MONTOULIEU;MONTOULIEU (PL MONTOULIEU);6138;6138;TOULOUSE;31555;315554768039;3105556072;18;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5963834725,1.44492182803;"{""type"": ""LineString"", ""coordinates"": [[1.444281563141892, 43.596343543279914], [1.444642035280674, 43.59635205874256], [1.444826716401768, 43.59636392435197], [1.445008772974453, 43.59637670860613], [1.44527496655929, 43.59642232173751], [1.445559590270687, 43.59645389535933]]}";RUE DES REGANS;REGANS (RUE DES REGANS);4853;4853;TOULOUSE;31555;315555792031;3105557352;104;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5942669008,1.44449657521;"{""type"": ""LineString"", ""coordinates"": [[1.443978360943575, 43.59433158041258], [1.444169526722959, 43.59425739969339], [1.445025991143624, 43.594263191494655]]}";PL DU SALIN;SALIN (PL DU SALIN);6250;6250;TOULOUSE;31555;315556454410;3105558116;86;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.594695693,1.44342030767;"{""type"": ""LineString"", ""coordinates"": [[1.443321030506348, 43.594674568738235], [1.443519584840405, 43.594716817356186]]}";RUE DES MOULINS;MOULINS (RUE DES MOULINS);6296;6296;TOULOUSE;31555;315554819204;3105556128;17;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5944973023,1.44501859145;"{""type"": ""LineString"", ""coordinates"": [[1.445025991143624, 43.594263191494655], [1.445011191761352, 43.59473141312113]]}";PL DU SALIN;SALIN (PL DU SALIN);4896;4896;TOULOUSE;31555;315556454410;3105558116;52;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5960132682,1.4442116405;"{""type"": ""LineString"", ""coordinates"": [[1.444141717854355, 43.59568299306624], [1.444281563141892, 43.596343543279914]]}";RUE PHARAON;PHARAON (RUE PHARAON);4844;4844;TOULOUSE;31555;315555379253;3105556836;74;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5975974428,1.44432888375;"{""type"": ""LineString"", ""coordinates"": [[1.444360502387362, 43.5972467695128], [1.444372512909196, 43.59740202400297], [1.444264134447247, 43.59794613585296]]}";PL DES CARMES;CARMES (PL DES CARMES);4816;4816;TOULOUSE;31555;315551443238;3105551708;78;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5952784958,1.44668748242;"{""type"": ""LineString"", ""coordinates"": [[1.446195508290046, 43.5957124046823], [1.446321798251524, 43.595624456820424], [1.446496945064675, 43.595489596999144], [1.446619639054291, 43.59537985975355], [1.446831546182444, 43.595136483769146], [1.446946743330086, 43.595005876959746], [1.447126390070317, 43.59483130418207], [1.447134652238902, 43.59480109520032]]}";RUE DES COFFRES;COFFRES (RUE DES COFFRES);4867;4867;TOULOUSE;31555;315551836815;3105552160;127;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5962419442,1.44610038585;"{""type"": ""LineString"", ""coordinates"": [[1.4455553089563, 43.59630437141257], [1.445688257746728, 43.59629406921663], [1.44655945439426, 43.596187382730974], [1.446635585919, 43.59614540164063]]}";RUE PHILIPPE FERAL;FERAL (RUE PHILIPPE FERAL);4859;4859;TOULOUSE;31555;315552748846;3105556840;90;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.596291219,1.44683063946;"{""type"": ""LineString"", ""coordinates"": [[1.446635585919, 43.59614540164063], [1.447025692994423, 43.59643703635206]]}";GRANDE-RUE NAZARETH;NAZARETH (GRANDE-RUE NAZARETH);4863;4863;TOULOUSE;31555;315554899211;3105556216;45;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5954845042,1.44741747811;"{""type"": ""LineString"", ""coordinates"": [[1.447637022827631, 43.59585902370147], [1.4474330214556, 43.595745779423865], [1.447173658271414, 43.59559141534469], [1.447351317897419, 43.595375206584556], [1.44769593963548, 43.595048665493515]]}";RUE SESQUIERES;SESQUIERES (RUE SESQUIERES);4870;4870;TOULOUSE;31555;315556617658;3105558242;121;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;non;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5937014841,1.44354776905;"{""type"": ""LineString"", ""coordinates"": [[1.442886440446014, 43.59379123413759], [1.443216351959358, 43.5937531602841], [1.444207929311719, 43.593602975387824]]}";RUE DES RENFORTS;RENFORTS (RUE DES RENFORTS);4877;4877;TOULOUSE;31555;315555836860;3105557420;108;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5946764165,1.44679999755;"{""type"": ""LineString"", ""coordinates"": [[1.446612831028915, 43.59461345021961], [1.4469871640765, 43.59473938271595]]}";RUE FURGOLE;FURGOLE (RUE FURGOLE);4866;4866;TOULOUSE;31555;315553011241;3105553632;33;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5966440047,1.44681496781;"{""type"": ""LineString"", ""coordinates"": [[1.44660424262669, 43.59685097313479], [1.447025692994423, 43.59643703635206]]}";RUE THEODORE OZENNE;OZENNE (RUE THEODORE OZENNE);4864;4864;TOULOUSE;31555;315555104044;3105556448;57;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5967657988,1.44744453221;"{""type"": ""LineString"", ""coordinates"": [[1.447373408447617, 43.59669049732436], [1.447515655966789, 43.59684110019005]]}";GRANDE-RUE NAZARETH;NAZARETH (GRANDE-RUE NAZARETH);8564;8564;TOULOUSE;31555;315554899211;3105556216;20;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5951975864,1.4479428425;"{""type"": ""LineString"", ""coordinates"": [[1.44769593963548, 43.595048665493515], [1.448086775145727, 43.59529109959634], [1.448200890996142, 43.59532037714342]]}";RUE FURGOLE;FURGOLE (RUE FURGOLE);4871;4871;TOULOUSE;31555;315553011241;3105553632;51;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.598511945,1.43216083479;"{""type"": ""LineString"", ""coordinates"": [[1.432014834749652, 43.598133728703864], [1.432018339901565, 43.59833244104232], [1.432391767647212, 43.5988624177091]]}";RUE DU PONT SAINT PIERRE;PIERRE (RUE DU PONT SAINT PIERRE);2806;2806;TOULOUSE;31555;315555494448;3105557016;88;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5981230011,1.43244851755;"{""type"": ""LineString"", ""coordinates"": [[1.432849647212906, 43.59819811087732], [1.432047387881682, 43.59804789138728]]}";RUE DE LA REPUBLIQUE;REPUBLIQUE (RUE DE LA REPUBLIQUE);2735;2735;TOULOUSE;31555;315555846430;3105557428;67;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5991003179,1.43256326861;"{""type"": ""LineString"", ""coordinates"": [[1.432391767647212, 43.5988624177091], [1.432734769572183, 43.59933821817055]]}";RUE DU PONT SAINT PIERRE;PIERRE (RUE DU PONT SAINT PIERRE);2811;2811;TOULOUSE;31555;315555494448;3105557016;60;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6003661037,1.43414740664;"{""type"": ""LineString"", ""coordinates"": [[1.434209976006412, 43.60027435733319], [1.434084837282132, 43.6004578500466]]}";RUE DES NOVARS;NOVARS (RUE DES NOVARS);2819;2819;TOULOUSE;31555;315555001602;3105556332;23;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5960443247,1.43600591124;"{""type"": ""LineString"", ""coordinates"": [[1.435681011925887, 43.595273482635925], [1.436330810554387, 43.59681516684403]]}";RUE LAGANNE;LAGANNE (RUE LAGANNE);2853;2853;TOULOUSE;31555;315553792039;3105554948;179;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;non;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5987949134,1.43460400627;"{""type"": ""LineString"", ""coordinates"": [[1.434667318825491, 43.598524826100025], [1.434540693714423, 43.599065000721104]]}";RUE DU CHAPEAU ROUGE;ROUGE (RUE DU CHAPEAU ROUGE);2831;2831;TOULOUSE;31555;315551641613;3105551888;61;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5936377556,1.43498711759;"{""type"": ""LineString"", ""coordinates"": [[1.434754652713032, 43.593084286490416], [1.435219582463659, 43.59419122479404]]}";RUE LAGANNE;LAGANNE (RUE LAGANNE);2796;2796;TOULOUSE;31555;315553792039;3105554948;129;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;non;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5984781029,1.43112828109;"{""type"": ""LineString"", ""coordinates"": [[1.431293086117467, 43.59799828876394], [1.430963476066388, 43.598957917036564]]}";RUE JACQUES DARRE;DARRE (RUE JACQUES DARRE);2802;2802;TOULOUSE;31555;315552156843;3105554400;110;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5972295791,1.43649999098;"{""type"": ""LineString"", ""coordinates"": [[1.436330810554387, 43.59681516684403], [1.436647287262109, 43.59758404768007], [1.436634617356734, 43.59764733411576]]}";RUE LAGANNE;LAGANNE (RUE LAGANNE);2844;2844;TOULOUSE;31555;315553792039;3105554948;96;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;non;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5963074133,1.43251570518;"{""type"": ""LineString"", ""coordinates"": [[1.433013053908048, 43.59643204031834], [1.432018356444358, 43.59618278632978]]}";RUE DES TEINTURIERS;TEINTURIERS (RUE DES TEINTURIERS);2755;2755;TOULOUSE;31555;315556796822;3105558420;85;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5986227764,1.43662803487;"{""type"": ""LineString"", ""coordinates"": [[1.436486119315034, 43.59886381596006], [1.436586778076208, 43.5986630920923], [1.436791291830848, 43.59839506660018]]}";PL LAGANNE;LAGANNE (PL LAGANNE);8366;8366;TOULOUSE;31555;315553795212;3105554944;58;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5971958622,1.433168785;"{""type"": ""LineString"", ""coordinates"": [[1.433181994975322, 43.5971401453873], [1.433155575023479, 43.597251578948566]]}";PL BENOIT ARZAC;ARZAC (PL BENOIT ARZAC);2749;2749;TOULOUSE;31555;315550316804;3105550564;13;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6007071419,1.43372695305;"{""type"": ""LineString"", ""coordinates"": [[1.434135059071807, 43.60127003189996], [1.433318847028373, 43.60014425192004]]}";RUE DU PONT SAINT PIERRE;PIERRE (RUE DU PONT SAINT PIERRE);2814;2814;TOULOUSE;31555;315555494448;3105557016;141;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6012438254,1.42917988081;"{""type"": ""LineString"", ""coordinates"": [[1.428725920920961, 43.601064904805455], [1.429633840708765, 43.60142274596416]]}";ALL CHARLES MALPEL;MALPEL (ALL CHARLES MALPEL);8613;8613;TOULOUSE;31555;315550006407;3105555534;83;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5979501803,1.43111663326;"{""type"": ""LineString"", ""coordinates"": [[1.431293086117467, 43.59799828876394], [1.431081430119412, 43.597962530159634], [1.43096196745625, 43.59785656173017]]}";PL INTERIEURE ST CYPRIEN;CYPRIEN (PL INTERIEURE ST CYPRIEN);2730;2730;TOULOUSE;31555;315556164846;3105554336;33;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
