geo_point_2d;Geo Shape;nom_point;transposée;annee;jours;periode_dans_la_journee;comptage
43.5640627022,1.49114152238;"{""type"": ""Point"", ""coordinates"": [1.491141522382217, 43.5640627022468]}";Daurat - Villet;samedi_midi_1998;1998;samedi;midi;0
43.5640627022,1.49114152238;"{""type"": ""Point"", ""coordinates"": [1.491141522382217, 43.5640627022468]}";Daurat - Villet;samedi_journee_2006;2006;samedi;journee;0
43.5640627022,1.49114152238;"{""type"": ""Point"", ""coordinates"": [1.491141522382217, 43.5640627022468]}";Daurat - Villet;semaine_soir_2019;2019;semaine;soir;132
43.5640627022,1.49114152238;"{""type"": ""Point"", ""coordinates"": [1.491141522382217, 43.5640627022468]}";Daurat - Villet;semaine_soir_2018;2018;semaine;soir;106
43.5640627022,1.49114152238;"{""type"": ""Point"", ""coordinates"": [1.491141522382217, 43.5640627022468]}";Daurat - Villet;semaine_soir_2013;2013;semaine;soir;55
43.594282333,1.44391116938;"{""type"": ""Point"", ""coordinates"": [1.44391116937777, 43.5942823329826]}";Salin - Parlement;semaine_midi_2008;2008;semaine;midi;138
43.594282333,1.44391116938;"{""type"": ""Point"", ""coordinates"": [1.44391116937777, 43.5942823329826]}";Salin - Parlement;semaine_journee_2010;2010;semaine;journee;105
43.594282333,1.44391116938;"{""type"": ""Point"", ""coordinates"": [1.44391116937777, 43.5942823329826]}";Salin - Parlement;semaine_journee_2016;2016;semaine;journee;265
43.594282333,1.44391116938;"{""type"": ""Point"", ""coordinates"": [1.44391116937777, 43.5942823329826]}";Salin - Parlement;semaine_midi_2010;2010;semaine;midi;87
43.594282333,1.44391116938;"{""type"": ""Point"", ""coordinates"": [1.44391116937777, 43.5942823329826]}";Salin - Parlement;semaine_journee_2014;2014;semaine;journee;0
43.594282333,1.44391116938;"{""type"": ""Point"", ""coordinates"": [1.44391116937777, 43.5942823329826]}";Salin - Parlement;samedi_soir_1998;1998;samedi;soir;0
43.594282333,1.44391116938;"{""type"": ""Point"", ""coordinates"": [1.44391116937777, 43.5942823329826]}";Salin - Parlement;samedi_midi_2013;2013;samedi;midi;0
43.594282333,1.44391116938;"{""type"": ""Point"", ""coordinates"": [1.44391116937777, 43.5942823329826]}";Salin - Parlement;samedi_midi_2006;2006;samedi;midi;68
43.594282333,1.44391116938;"{""type"": ""Point"", ""coordinates"": [1.44391116937777, 43.5942823329826]}";Salin - Parlement;semaine_midi_2012;2012;semaine;midi;0
43.594282333,1.44391116938;"{""type"": ""Point"", ""coordinates"": [1.44391116937777, 43.5942823329826]}";Salin - Parlement;samedi_journee_2010;2010;samedi;journee;102
43.594282333,1.44391116938;"{""type"": ""Point"", ""coordinates"": [1.44391116937777, 43.5942823329826]}";Salin - Parlement;samedi_midi_2008;2008;samedi;midi;153
43.594282333,1.44391116938;"{""type"": ""Point"", ""coordinates"": [1.44391116937777, 43.5942823329826]}";Salin - Parlement;semaine_matin_2019;2019;semaine;matin;0
43.594282333,1.44391116938;"{""type"": ""Point"", ""coordinates"": [1.44391116937777, 43.5942823329826]}";Salin - Parlement;semaine_matin_2016;2016;semaine;matin;269
43.594282333,1.44391116938;"{""type"": ""Point"", ""coordinates"": [1.44391116937777, 43.5942823329826]}";Salin - Parlement;semaine_matin_2013;2013;semaine;matin;0
43.594282333,1.44391116938;"{""type"": ""Point"", ""coordinates"": [1.44391116937777, 43.5942823329826]}";Salin - Parlement;semaine_journee_2013;2013;semaine;journee;0
43.594282333,1.44391116938;"{""type"": ""Point"", ""coordinates"": [1.44391116937777, 43.5942823329826]}";Salin - Parlement;semaine_soir_2012;2012;semaine;soir;0
43.594282333,1.44391116938;"{""type"": ""Point"", ""coordinates"": [1.44391116937777, 43.5942823329826]}";Salin - Parlement;samedi_journee_2001;2001;samedi;journee;149
43.594282333,1.44391116938;"{""type"": ""Point"", ""coordinates"": [1.44391116937777, 43.5942823329826]}";Salin - Parlement;semaine_soir_2019;2019;semaine;soir;0
43.6087531464,1.44161027645;"{""type"": ""Point"", ""coordinates"": [1.441610276450828, 43.608753146416305]}";St-Sernin-G-Arnoult;semaine_journee_2018;2018;semaine;journee;0
43.6087531464,1.44161027645;"{""type"": ""Point"", ""coordinates"": [1.441610276450828, 43.608753146416305]}";St-Sernin-G-Arnoult;semaine_journee_2016;2016;semaine;journee;0
43.6087531464,1.44161027645;"{""type"": ""Point"", ""coordinates"": [1.441610276450828, 43.608753146416305]}";St-Sernin-G-Arnoult;samedi_soir_2010;2010;samedi;soir;110
43.6087531464,1.44161027645;"{""type"": ""Point"", ""coordinates"": [1.441610276450828, 43.608753146416305]}";St-Sernin-G-Arnoult;semaine_midi_1998;1998;semaine;midi;0
43.6087531464,1.44161027645;"{""type"": ""Point"", ""coordinates"": [1.441610276450828, 43.608753146416305]}";St-Sernin-G-Arnoult;semaine_soir_1998;1998;semaine;soir;0
43.6087531464,1.44161027645;"{""type"": ""Point"", ""coordinates"": [1.441610276450828, 43.608753146416305]}";St-Sernin-G-Arnoult;semaine_journee_2006;2006;semaine;journee;204
43.6087531464,1.44161027645;"{""type"": ""Point"", ""coordinates"": [1.441610276450828, 43.608753146416305]}";St-Sernin-G-Arnoult;semaine_matin_2017;2017;semaine;matin;112
43.6087531464,1.44161027645;"{""type"": ""Point"", ""coordinates"": [1.441610276450828, 43.608753146416305]}";St-Sernin-G-Arnoult;semaine_journee_2013;2013;semaine;journee;0
43.6087531464,1.44161027645;"{""type"": ""Point"", ""coordinates"": [1.441610276450828, 43.608753146416305]}";St-Sernin-G-Arnoult;semaine_matin_2010;2010;semaine;matin;154
43.6087531464,1.44161027645;"{""type"": ""Point"", ""coordinates"": [1.441610276450828, 43.608753146416305]}";St-Sernin-G-Arnoult;samedi_journee_2001;2001;samedi;journee;57
43.6087531464,1.44161027645;"{""type"": ""Point"", ""coordinates"": [1.441610276450828, 43.608753146416305]}";St-Sernin-G-Arnoult;semaine_soir_2017;2017;semaine;soir;127
43.6087531464,1.44161027645;"{""type"": ""Point"", ""coordinates"": [1.441610276450828, 43.608753146416305]}";St-Sernin-G-Arnoult;semaine_soir_2016;2016;semaine;soir;0
43.607787938,1.4419191621;"{""type"": ""Point"", ""coordinates"": [1.441919162103081, 43.60778793801595]}";St-Sernin-Taur;semaine_journee_2019;2019;semaine;journee;225
43.607787938,1.4419191621;"{""type"": ""Point"", ""coordinates"": [1.441919162103081, 43.60778793801595]}";St-Sernin-Taur;semaine_midi_2006;2006;semaine;midi;173
43.607787938,1.4419191621;"{""type"": ""Point"", ""coordinates"": [1.441919162103081, 43.60778793801595]}";St-Sernin-Taur;samedi_midi_2014;2014;samedi;midi;0
43.607787938,1.4419191621;"{""type"": ""Point"", ""coordinates"": [1.441919162103081, 43.60778793801595]}";St-Sernin-Taur;semaine_journee_2017;2017;semaine;journee;161
43.607787938,1.4419191621;"{""type"": ""Point"", ""coordinates"": [1.441919162103081, 43.60778793801595]}";St-Sernin-Taur;semaine_matin_2008;2008;semaine;matin;154
43.607787938,1.4419191621;"{""type"": ""Point"", ""coordinates"": [1.441919162103081, 43.60778793801595]}";St-Sernin-Taur;samedi_soir_2014;2014;samedi;soir;0
43.607787938,1.4419191621;"{""type"": ""Point"", ""coordinates"": [1.441919162103081, 43.60778793801595]}";St-Sernin-Taur;samedi_soir_2013;2013;samedi;soir;0
43.607787938,1.4419191621;"{""type"": ""Point"", ""coordinates"": [1.441919162103081, 43.60778793801595]}";St-Sernin-Taur;semaine_journee_1998;1998;semaine;journee;0
43.607787938,1.4419191621;"{""type"": ""Point"", ""coordinates"": [1.441919162103081, 43.60778793801595]}";St-Sernin-Taur;semaine_journee_2008;2008;semaine;journee;178
43.607787938,1.4419191621;"{""type"": ""Point"", ""coordinates"": [1.441919162103081, 43.60778793801595]}";St-Sernin-Taur;semaine_midi_2016;2016;semaine;midi;0
43.607787938,1.4419191621;"{""type"": ""Point"", ""coordinates"": [1.441919162103081, 43.60778793801595]}";St-Sernin-Taur;semaine_matin_2018;2018;semaine;matin;133
43.607787938,1.4419191621;"{""type"": ""Point"", ""coordinates"": [1.441919162103081, 43.60778793801595]}";St-Sernin-Taur;semaine_matin_2016;2016;semaine;matin;0
43.607787938,1.4419191621;"{""type"": ""Point"", ""coordinates"": [1.441919162103081, 43.60778793801595]}";St-Sernin-Taur;semaine_journee_2001;2001;semaine;journee;121
43.607787938,1.4419191621;"{""type"": ""Point"", ""coordinates"": [1.441919162103081, 43.60778793801595]}";St-Sernin-Taur;semaine_journee_2013;2013;semaine;journee;0
43.607787938,1.4419191621;"{""type"": ""Point"", ""coordinates"": [1.441919162103081, 43.60778793801595]}";St-Sernin-Taur;semaine_soir_2017;2017;semaine;soir;188
43.607787938,1.4419191621;"{""type"": ""Point"", ""coordinates"": [1.441919162103081, 43.60778793801595]}";St-Sernin-Taur;semaine_soir_2014;2014;semaine;soir;0
43.5897069559,1.44091257003;"{""type"": ""Point"", ""coordinates"": [1.440912570031428, 43.589706955864756]}";Marechal Juin;semaine_soir_2006;2006;semaine;soir;210
43.5897069559,1.44091257003;"{""type"": ""Point"", ""coordinates"": [1.440912570031428, 43.589706955864756]}";Marechal Juin;semaine_midi_2006;2006;semaine;midi;196
43.5897069559,1.44091257003;"{""type"": ""Point"", ""coordinates"": [1.440912570031428, 43.589706955864756]}";Marechal Juin;semaine_matin_2008;2008;semaine;matin;161
43.5897069559,1.44091257003;"{""type"": ""Point"", ""coordinates"": [1.440912570031428, 43.589706955864756]}";Marechal Juin;samedi_soir_2010;2010;samedi;soir;79
43.5897069559,1.44091257003;"{""type"": ""Point"", ""coordinates"": [1.440912570031428, 43.589706955864756]}";Marechal Juin;samedi_soir_2012;2012;samedi;soir;151
43.5897069559,1.44091257003;"{""type"": ""Point"", ""coordinates"": [1.440912570031428, 43.589706955864756]}";Marechal Juin;semaine_soir_1998;1998;semaine;soir;0
43.5897069559,1.44091257003;"{""type"": ""Point"", ""coordinates"": [1.440912570031428, 43.589706955864756]}";Marechal Juin;samedi_midi_2013;2013;samedi;midi;0
43.5897069559,1.44091257003;"{""type"": ""Point"", ""coordinates"": [1.440912570031428, 43.589706955864756]}";Marechal Juin;samedi_midi_2001;2001;samedi;midi;67
43.5897069559,1.44091257003;"{""type"": ""Point"", ""coordinates"": [1.440912570031428, 43.589706955864756]}";Marechal Juin;semaine_matin_2013;2013;semaine;matin;0
43.5897069559,1.44091257003;"{""type"": ""Point"", ""coordinates"": [1.440912570031428, 43.589706955864756]}";Marechal Juin;samedi_journee_2008;2008;samedi;journee;169
43.5897069559,1.44091257003;"{""type"": ""Point"", ""coordinates"": [1.440912570031428, 43.589706955864756]}";Marechal Juin;semaine_soir_2016;2016;semaine;soir;263
43.5897069559,1.44091257003;"{""type"": ""Point"", ""coordinates"": [1.440912570031428, 43.589706955864756]}";Marechal Juin;semaine_soir_2013;2013;semaine;soir;0
43.5897069559,1.44091257003;"{""type"": ""Point"", ""coordinates"": [1.440912570031428, 43.589706955864756]}";Marechal Juin;semaine_soir_2010;2010;semaine;soir;155
43.5897564742,1.44060002328;"{""type"": ""Point"", ""coordinates"": [1.440600023283316, 43.589756474230136]}";Berges Garonne;semaine_soir_2001;2001;semaine;soir;213
43.5897564742,1.44060002328;"{""type"": ""Point"", ""coordinates"": [1.440600023283316, 43.589756474230136]}";Berges Garonne;semaine_soir_2006;2006;semaine;soir;210
43.5897564742,1.44060002328;"{""type"": ""Point"", ""coordinates"": [1.440600023283316, 43.589756474230136]}";Berges Garonne;semaine_midi_2006;2006;semaine;midi;196
43.5897564742,1.44060002328;"{""type"": ""Point"", ""coordinates"": [1.440600023283316, 43.589756474230136]}";Berges Garonne;semaine_matin_2006;2006;semaine;matin;81
43.5897564742,1.44060002328;"{""type"": ""Point"", ""coordinates"": [1.440600023283316, 43.589756474230136]}";Berges Garonne;semaine_matin_2001;2001;semaine;matin;131
43.5897564742,1.44060002328;"{""type"": ""Point"", ""coordinates"": [1.440600023283316, 43.589756474230136]}";Berges Garonne;samedi_soir_2013;2013;samedi;soir;0
43.5897564742,1.44060002328;"{""type"": ""Point"", ""coordinates"": [1.440600023283316, 43.589756474230136]}";Berges Garonne;samedi_soir_2012;2012;samedi;soir;151
43.5897564742,1.44060002328;"{""type"": ""Point"", ""coordinates"": [1.440600023283316, 43.589756474230136]}";Berges Garonne;samedi_journee_2014;2014;samedi;journee;143
43.5897564742,1.44060002328;"{""type"": ""Point"", ""coordinates"": [1.440600023283316, 43.589756474230136]}";Berges Garonne;samedi_soir_1998;1998;samedi;soir;0
43.5897564742,1.44060002328;"{""type"": ""Point"", ""coordinates"": [1.440600023283316, 43.589756474230136]}";Berges Garonne;semaine_midi_2019;2019;semaine;midi;0
43.5897564742,1.44060002328;"{""type"": ""Point"", ""coordinates"": [1.440600023283316, 43.589756474230136]}";Berges Garonne;semaine_midi_2018;2018;semaine;midi;0
43.5897564742,1.44060002328;"{""type"": ""Point"", ""coordinates"": [1.440600023283316, 43.589756474230136]}";Berges Garonne;semaine_midi_2012;2012;semaine;midi;99
43.5897564742,1.44060002328;"{""type"": ""Point"", ""coordinates"": [1.440600023283316, 43.589756474230136]}";Berges Garonne;samedi_journee_2010;2010;samedi;journee;79
43.5897564742,1.44060002328;"{""type"": ""Point"", ""coordinates"": [1.440600023283316, 43.589756474230136]}";Berges Garonne;semaine_midi_2014;2014;semaine;midi;131
43.5897564742,1.44060002328;"{""type"": ""Point"", ""coordinates"": [1.440600023283316, 43.589756474230136]}";Berges Garonne;semaine_journee_2001;2001;semaine;journee;172
43.5897564742,1.44060002328;"{""type"": ""Point"", ""coordinates"": [1.440600023283316, 43.589756474230136]}";Berges Garonne;samedi_journee_2001;2001;samedi;journee;48
43.5897564742,1.44060002328;"{""type"": ""Point"", ""coordinates"": [1.440600023283316, 43.589756474230136]}";Berges Garonne;semaine_soir_2019;2019;semaine;soir;0
43.5897564742,1.44060002328;"{""type"": ""Point"", ""coordinates"": [1.440600023283316, 43.589756474230136]}";Berges Garonne;semaine_soir_2010;2010;semaine;soir;155
43.6039342097,1.33267938389;"{""type"": ""Point"", ""coordinates"": [1.332679383892605, 43.60393420972237]}";Passerelle voie ferree;semaine_soir_2008;2008;semaine;soir;0
43.6039342097,1.33267938389;"{""type"": ""Point"", ""coordinates"": [1.332679383892605, 43.60393420972237]}";Passerelle voie ferree;semaine_midi_2006;2006;semaine;midi;0
43.6039342097,1.33267938389;"{""type"": ""Point"", ""coordinates"": [1.332679383892605, 43.60393420972237]}";Passerelle voie ferree;semaine_journee_2012;2012;semaine;journee;0
43.6039342097,1.33267938389;"{""type"": ""Point"", ""coordinates"": [1.332679383892605, 43.60393420972237]}";Passerelle voie ferree;semaine_journee_2016;2016;semaine;journee;0
43.6039342097,1.33267938389;"{""type"": ""Point"", ""coordinates"": [1.332679383892605, 43.60393420972237]}";Passerelle voie ferree;semaine_matin_2006;2006;semaine;matin;0
43.6039342097,1.33267938389;"{""type"": ""Point"", ""coordinates"": [1.332679383892605, 43.60393420972237]}";Passerelle voie ferree;samedi_soir_2014;2014;samedi;soir;0
43.6039342097,1.33267938389;"{""type"": ""Point"", ""coordinates"": [1.332679383892605, 43.60393420972237]}";Passerelle voie ferree;samedi_soir_2010;2010;samedi;soir;0
43.6039342097,1.33267938389;"{""type"": ""Point"", ""coordinates"": [1.332679383892605, 43.60393420972237]}";Passerelle voie ferree;semaine_soir_1998;1998;semaine;soir;0
43.6039342097,1.33267938389;"{""type"": ""Point"", ""coordinates"": [1.332679383892605, 43.60393420972237]}";Passerelle voie ferree;semaine_journee_2006;2006;semaine;journee;0
43.6039342097,1.33267938389;"{""type"": ""Point"", ""coordinates"": [1.332679383892605, 43.60393420972237]}";Passerelle voie ferree;samedi_midi_2010;2010;samedi;midi;0
43.6039342097,1.33267938389;"{""type"": ""Point"", ""coordinates"": [1.332679383892605, 43.60393420972237]}";Passerelle voie ferree;semaine_journee_2008;2008;semaine;journee;0
43.6039342097,1.33267938389;"{""type"": ""Point"", ""coordinates"": [1.332679383892605, 43.60393420972237]}";Passerelle voie ferree;semaine_midi_2012;2012;semaine;midi;0
43.6039342097,1.33267938389;"{""type"": ""Point"", ""coordinates"": [1.332679383892605, 43.60393420972237]}";Passerelle voie ferree;semaine_midi_2016;2016;semaine;midi;0
43.6039342097,1.33267938389;"{""type"": ""Point"", ""coordinates"": [1.332679383892605, 43.60393420972237]}";Passerelle voie ferree;samedi_soir_2001;2001;samedi;soir;0
43.6039342097,1.33267938389;"{""type"": ""Point"", ""coordinates"": [1.332679383892605, 43.60393420972237]}";Passerelle voie ferree;samedi_soir_2006;2006;samedi;soir;0
43.6039342097,1.33267938389;"{""type"": ""Point"", ""coordinates"": [1.332679383892605, 43.60393420972237]}";Passerelle voie ferree;semaine_soir_2018;2018;semaine;soir;0
43.6039342097,1.33267938389;"{""type"": ""Point"", ""coordinates"": [1.332679383892605, 43.60393420972237]}";Passerelle voie ferree;semaine_soir_2014;2014;semaine;soir;0
43.6039342097,1.33267938389;"{""type"": ""Point"", ""coordinates"": [1.332679383892605, 43.60393420972237]}";Passerelle voie ferree;semaine_soir_2013;2013;semaine;soir;0
43.6054336904,1.3346873847;"{""type"": ""Point"", ""coordinates"": [1.334687384695897, 43.60543369038388]}";Esp F Mitterand;samedi_midi_2014;2014;samedi;midi;0
43.6054336904,1.3346873847;"{""type"": ""Point"", ""coordinates"": [1.334687384695897, 43.60543369038388]}";Esp F Mitterand;samedi_soir_2014;2014;samedi;soir;0
43.6054336904,1.3346873847;"{""type"": ""Point"", ""coordinates"": [1.334687384695897, 43.60543369038388]}";Esp F Mitterand;semaine_soir_1998;1998;semaine;soir;0
43.6054336904,1.3346873847;"{""type"": ""Point"", ""coordinates"": [1.334687384695897, 43.60543369038388]}";Esp F Mitterand;semaine_midi_2019;2019;semaine;midi;10
43.6054336904,1.3346873847;"{""type"": ""Point"", ""coordinates"": [1.334687384695897, 43.60543369038388]}";Esp F Mitterand;semaine_midi_2018;2018;semaine;midi;0
43.6054336904,1.3346873847;"{""type"": ""Point"", ""coordinates"": [1.334687384695897, 43.60543369038388]}";Esp F Mitterand;semaine_journee_2008;2008;semaine;journee;0
43.6054336904,1.3346873847;"{""type"": ""Point"", ""coordinates"": [1.334687384695897, 43.60543369038388]}";Esp F Mitterand;samedi_journee_2010;2010;samedi;journee;0
43.6054336904,1.3346873847;"{""type"": ""Point"", ""coordinates"": [1.334687384695897, 43.60543369038388]}";Esp F Mitterand;samedi_midi_2008;2008;samedi;midi;0
43.6054336904,1.3346873847;"{""type"": ""Point"", ""coordinates"": [1.334687384695897, 43.60543369038388]}";Esp F Mitterand;samedi_midi_1998;1998;samedi;midi;0
43.6054336904,1.3346873847;"{""type"": ""Point"", ""coordinates"": [1.334687384695897, 43.60543369038388]}";Esp F Mitterand;semaine_soir_2016;2016;semaine;soir;0
43.6054336904,1.3346873847;"{""type"": ""Point"", ""coordinates"": [1.334687384695897, 43.60543369038388]}";Esp F Mitterand;semaine_soir_2014;2014;semaine;soir;0
43.6054336904,1.3346873847;"{""type"": ""Point"", ""coordinates"": [1.334687384695897, 43.60543369038388]}";Esp F Mitterand;samedi_soir_2008;2008;samedi;soir;0
43.6268539409,1.44482094909;"{""type"": ""Point"", ""coordinates"": [1.444820949091333, 43.62685394094401]}";M-Claire de Catellan;semaine_soir_2001;2001;semaine;soir;0
43.6268539409,1.44482094909;"{""type"": ""Point"", ""coordinates"": [1.444820949091333, 43.62685394094401]}";M-Claire de Catellan;semaine_journee_2010;2010;semaine;journee;0
43.6268539409,1.44482094909;"{""type"": ""Point"", ""coordinates"": [1.444820949091333, 43.62685394094401]}";M-Claire de Catellan;semaine_journee_2012;2012;semaine;journee;0
43.6268539409,1.44482094909;"{""type"": ""Point"", ""coordinates"": [1.444820949091333, 43.62685394094401]}";M-Claire de Catellan;semaine_journee_2016;2016;semaine;journee;96
43.6268539409,1.44482094909;"{""type"": ""Point"", ""coordinates"": [1.444820949091333, 43.62685394094401]}";M-Claire de Catellan;semaine_matin_2001;2001;semaine;matin;0
43.6268539409,1.44482094909;"{""type"": ""Point"", ""coordinates"": [1.444820949091333, 43.62685394094401]}";M-Claire de Catellan;samedi_soir_2013;2013;samedi;soir;58
43.6268539409,1.44482094909;"{""type"": ""Point"", ""coordinates"": [1.444820949091333, 43.62685394094401]}";M-Claire de Catellan;semaine_midi_1998;1998;semaine;midi;0
43.6268539409,1.44482094909;"{""type"": ""Point"", ""coordinates"": [1.444820949091333, 43.62685394094401]}";M-Claire de Catellan;semaine_journee_2014;2014;semaine;journee;0
43.6268539409,1.44482094909;"{""type"": ""Point"", ""coordinates"": [1.444820949091333, 43.62685394094401]}";M-Claire de Catellan;semaine_midi_2014;2014;semaine;midi;0
43.6268539409,1.44482094909;"{""type"": ""Point"", ""coordinates"": [1.444820949091333, 43.62685394094401]}";M-Claire de Catellan;semaine_matin_2019;2019;semaine;matin;81
43.6268539409,1.44482094909;"{""type"": ""Point"", ""coordinates"": [1.444820949091333, 43.62685394094401]}";M-Claire de Catellan;semaine_matin_2017;2017;semaine;matin;86
43.6268539409,1.44482094909;"{""type"": ""Point"", ""coordinates"": [1.444820949091333, 43.62685394094401]}";M-Claire de Catellan;semaine_matin_2014;2014;semaine;matin;0
43.6268539409,1.44482094909;"{""type"": ""Point"", ""coordinates"": [1.444820949091333, 43.62685394094401]}";M-Claire de Catellan;semaine_soir_2016;2016;semaine;soir;120
43.6268539409,1.44482094909;"{""type"": ""Point"", ""coordinates"": [1.444820949091333, 43.62685394094401]}";M-Claire de Catellan;samedi_soir_2008;2008;samedi;soir;0
43.6268539409,1.44482094909;"{""type"": ""Point"", ""coordinates"": [1.444820949091333, 43.62685394094401]}";M-Claire de Catellan;semaine_soir_2010;2010;semaine;soir;0
43.5936787354,1.46598129626;"{""type"": ""Point"", ""coordinates"": [1.465981296263777, 43.593678735418656]}";Jean Rieux;semaine_soir_2001;2001;semaine;soir;0
43.5936787354,1.46598129626;"{""type"": ""Point"", ""coordinates"": [1.465981296263777, 43.593678735418656]}";Jean Rieux;semaine_midi_2008;2008;semaine;midi;0
43.5936787354,1.46598129626;"{""type"": ""Point"", ""coordinates"": [1.465981296263777, 43.593678735418656]}";Jean Rieux;semaine_journee_2012;2012;semaine;journee;0
43.5936787354,1.46598129626;"{""type"": ""Point"", ""coordinates"": [1.465981296263777, 43.593678735418656]}";Jean Rieux;semaine_midi_2010;2010;semaine;midi;0
43.5936787354,1.46598129626;"{""type"": ""Point"", ""coordinates"": [1.465981296263777, 43.593678735418656]}";Jean Rieux;semaine_journee_2014;2014;semaine;journee;0
43.5936787354,1.46598129626;"{""type"": ""Point"", ""coordinates"": [1.465981296263777, 43.593678735418656]}";Jean Rieux;samedi_midi_2006;2006;samedi;midi;0
43.5936787354,1.46598129626;"{""type"": ""Point"", ""coordinates"": [1.465981296263777, 43.593678735418656]}";Jean Rieux;samedi_midi_2001;2001;samedi;midi;0
43.5936787354,1.46598129626;"{""type"": ""Point"", ""coordinates"": [1.465981296263777, 43.593678735418656]}";Jean Rieux;semaine_midi_2013;2013;semaine;midi;0
43.5936787354,1.46598129626;"{""type"": ""Point"", ""coordinates"": [1.465981296263777, 43.593678735418656]}";Jean Rieux;samedi_journee_2006;2006;samedi;journee;0
43.5936787354,1.46598129626;"{""type"": ""Point"", ""coordinates"": [1.465981296263777, 43.593678735418656]}";Jean Rieux;semaine_soir_2019;2019;semaine;soir;70
43.5936787354,1.46598129626;"{""type"": ""Point"", ""coordinates"": [1.465981296263777, 43.593678735418656]}";Jean Rieux;semaine_soir_2017;2017;semaine;soir;0
43.5789895876,1.4838296182;"{""type"": ""Point"", ""coordinates"": [1.483829618201455, 43.57898958763277]}";Placde de l'ORMEAU;semaine_soir_2001;2001;semaine;soir;0
43.5789895876,1.4838296182;"{""type"": ""Point"", ""coordinates"": [1.483829618201455, 43.57898958763277]}";Placde de l'ORMEAU;semaine_journee_2018;2018;semaine;journee;0
43.5789895876,1.4838296182;"{""type"": ""Point"", ""coordinates"": [1.483829618201455, 43.57898958763277]}";Placde de l'ORMEAU;semaine_soir_2008;2008;semaine;soir;0
43.5789895876,1.4838296182;"{""type"": ""Point"", ""coordinates"": [1.483829618201455, 43.57898958763277]}";Placde de l'ORMEAU;semaine_journee_2016;2016;semaine;journee;0
43.5789895876,1.4838296182;"{""type"": ""Point"", ""coordinates"": [1.483829618201455, 43.57898958763277]}";Placde de l'ORMEAU;semaine_matin_2001;2001;semaine;matin;0
43.5789895876,1.4838296182;"{""type"": ""Point"", ""coordinates"": [1.483829618201455, 43.57898958763277]}";Placde de l'ORMEAU;samedi_soir_2014;2014;samedi;soir;0
43.5789895876,1.4838296182;"{""type"": ""Point"", ""coordinates"": [1.483829618201455, 43.57898958763277]}";Placde de l'ORMEAU;samedi_soir_2013;2013;samedi;soir;0
43.5789895876,1.4838296182;"{""type"": ""Point"", ""coordinates"": [1.483829618201455, 43.57898958763277]}";Placde de l'ORMEAU;semaine_matin_2012;2012;semaine;matin;0
43.5789895876,1.4838296182;"{""type"": ""Point"", ""coordinates"": [1.483829618201455, 43.57898958763277]}";Placde de l'ORMEAU;samedi_midi_2010;2010;samedi;midi;0
43.5789895876,1.4838296182;"{""type"": ""Point"", ""coordinates"": [1.483829618201455, 43.57898958763277]}";Placde de l'ORMEAU;samedi_midi_2013;2013;samedi;midi;0
43.5789895876,1.4838296182;"{""type"": ""Point"", ""coordinates"": [1.483829618201455, 43.57898958763277]}";Placde de l'ORMEAU;samedi_midi_2001;2001;samedi;midi;0
43.5789895876,1.4838296182;"{""type"": ""Point"", ""coordinates"": [1.483829618201455, 43.57898958763277]}";Placde de l'ORMEAU;semaine_matin_2018;2018;semaine;matin;0
43.5789895876,1.4838296182;"{""type"": ""Point"", ""coordinates"": [1.483829618201455, 43.57898958763277]}";Placde de l'ORMEAU;semaine_matin_2019;2019;semaine;matin;50
43.5789895876,1.4838296182;"{""type"": ""Point"", ""coordinates"": [1.483829618201455, 43.57898958763277]}";Placde de l'ORMEAU;semaine_midi_2001;2001;semaine;midi;0
43.5789895876,1.4838296182;"{""type"": ""Point"", ""coordinates"": [1.483829618201455, 43.57898958763277]}";Placde de l'ORMEAU;semaine_journee_2013;2013;semaine;journee;0
43.5789895876,1.4838296182;"{""type"": ""Point"", ""coordinates"": [1.483829618201455, 43.57898958763277]}";Placde de l'ORMEAU;semaine_soir_2012;2012;semaine;soir;0
43.5789895876,1.4838296182;"{""type"": ""Point"", ""coordinates"": [1.483829618201455, 43.57898958763277]}";Placde de l'ORMEAU;samedi_journee_2006;2006;samedi;journee;0
43.5789895876,1.4838296182;"{""type"": ""Point"", ""coordinates"": [1.483829618201455, 43.57898958763277]}";Placde de l'ORMEAU;samedi_journee_1998;1998;samedi;journee;0
43.5789895876,1.4838296182;"{""type"": ""Point"", ""coordinates"": [1.483829618201455, 43.57898958763277]}";Placde de l'ORMEAU;semaine_soir_2019;2019;semaine;soir;50
43.5789895876,1.4838296182;"{""type"": ""Point"", ""coordinates"": [1.483829618201455, 43.57898958763277]}";Placde de l'ORMEAU;semaine_soir_2017;2017;semaine;soir;0
43.5789895876,1.4838296182;"{""type"": ""Point"", ""coordinates"": [1.483829618201455, 43.57898958763277]}";Placde de l'ORMEAU;semaine_soir_2016;2016;semaine;soir;0
43.6154849636,1.45262923795;"{""type"": ""Point"", ""coordinates"": [1.452629237951497, 43.615484963629015]}";Lyon - Bonnefoy- Maroc-;samedi_midi_2014;2014;samedi;midi;0
43.6154849636,1.45262923795;"{""type"": ""Point"", ""coordinates"": [1.452629237951497, 43.615484963629015]}";Lyon - Bonnefoy- Maroc-;samedi_soir_2014;2014;samedi;soir;0
