geo_point_2d;Geo Shape;nom_point;transposée;annee;jours;periode_dans_la_journee;comptage
43.6001875278,1.45192597119;"{""type"": ""Point"", ""coordinates"": [1.451925971194056, 43.60018752784043]}";Monument aux morts;semaine_journee_2019;2019;semaine;journee;0
43.6001875278,1.45192597119;"{""type"": ""Point"", ""coordinates"": [1.451925971194056, 43.60018752784043]}";Monument aux morts;semaine_soir_2006;2006;semaine;soir;271
43.6001875278,1.45192597119;"{""type"": ""Point"", ""coordinates"": [1.451925971194056, 43.60018752784043]}";Monument aux morts;semaine_soir_2008;2008;semaine;soir;314
43.6001875278,1.45192597119;"{""type"": ""Point"", ""coordinates"": [1.451925971194056, 43.60018752784043]}";Monument aux morts;semaine_journee_2016;2016;semaine;journee;399
43.6001875278,1.45192597119;"{""type"": ""Point"", ""coordinates"": [1.451925971194056, 43.60018752784043]}";Monument aux morts;semaine_matin_2006;2006;semaine;matin;246
43.6001875278,1.45192597119;"{""type"": ""Point"", ""coordinates"": [1.451925971194056, 43.60018752784043]}";Monument aux morts;semaine_matin_2001;2001;semaine;matin;183
43.6001875278,1.45192597119;"{""type"": ""Point"", ""coordinates"": [1.451925971194056, 43.60018752784043]}";Monument aux morts;semaine_journee_2006;2006;semaine;journee;251
43.6001875278,1.45192597119;"{""type"": ""Point"", ""coordinates"": [1.451925971194056, 43.60018752784043]}";Monument aux morts;samedi_journee_2014;2014;samedi;journee;253
43.6001875278,1.45192597119;"{""type"": ""Point"", ""coordinates"": [1.451925971194056, 43.60018752784043]}";Monument aux morts;samedi_midi_2013;2013;samedi;midi;0
43.6001875278,1.45192597119;"{""type"": ""Point"", ""coordinates"": [1.451925971194056, 43.60018752784043]}";Monument aux morts;semaine_midi_2018;2018;semaine;midi;261
43.6001875278,1.45192597119;"{""type"": ""Point"", ""coordinates"": [1.451925971194056, 43.60018752784043]}";Monument aux morts;samedi_midi_2012;2012;samedi;midi;237
43.6001875278,1.45192597119;"{""type"": ""Point"", ""coordinates"": [1.451925971194056, 43.60018752784043]}";Monument aux morts;semaine_matin_2014;2014;semaine;matin;359
43.6001875278,1.45192597119;"{""type"": ""Point"", ""coordinates"": [1.451925971194056, 43.60018752784043]}";Monument aux morts;semaine_journee_2013;2013;semaine;journee;0
43.6001875278,1.45192597119;"{""type"": ""Point"", ""coordinates"": [1.451925971194056, 43.60018752784043]}";Monument aux morts;semaine_soir_2012;2012;semaine;soir;378
43.6001875278,1.45192597119;"{""type"": ""Point"", ""coordinates"": [1.451925971194056, 43.60018752784043]}";Monument aux morts;samedi_journee_2001;2001;samedi;journee;106
43.6001875278,1.45192597119;"{""type"": ""Point"", ""coordinates"": [1.451925971194056, 43.60018752784043]}";Monument aux morts;semaine_soir_2013;2013;semaine;soir;0
43.6032852395,1.4356635361;"{""type"": ""Point"", ""coordinates"": [1.435663536102507, 43.603285239492735]}";Pont Saint Pierre;semaine_journee_2019;2019;semaine;journee;0
43.6032852395,1.4356635361;"{""type"": ""Point"", ""coordinates"": [1.435663536102507, 43.603285239492735]}";Pont Saint Pierre;samedi_midi_2014;2014;samedi;midi;278
43.6032852395,1.4356635361;"{""type"": ""Point"", ""coordinates"": [1.435663536102507, 43.603285239492735]}";Pont Saint Pierre;samedi_soir_2012;2012;samedi;soir;346
43.6032852395,1.4356635361;"{""type"": ""Point"", ""coordinates"": [1.435663536102507, 43.603285239492735]}";Pont Saint Pierre;semaine_midi_2012;2012;semaine;midi;212
43.6032852395,1.4356635361;"{""type"": ""Point"", ""coordinates"": [1.435663536102507, 43.603285239492735]}";Pont Saint Pierre;semaine_matin_2017;2017;semaine;matin;0
43.6032852395,1.4356635361;"{""type"": ""Point"", ""coordinates"": [1.435663536102507, 43.603285239492735]}";Pont Saint Pierre;samedi_soir_2001;2001;samedi;soir;72
43.6032852395,1.4356635361;"{""type"": ""Point"", ""coordinates"": [1.435663536102507, 43.603285239492735]}";Pont Saint Pierre;semaine_matin_2010;2010;semaine;matin;283
43.6032852395,1.4356635361;"{""type"": ""Point"", ""coordinates"": [1.435663536102507, 43.603285239492735]}";Pont Saint Pierre;semaine_soir_2012;2012;semaine;soir;379
43.6032852395,1.4356635361;"{""type"": ""Point"", ""coordinates"": [1.435663536102507, 43.603285239492735]}";Pont Saint Pierre;samedi_journee_1998;1998;samedi;journee;0
43.6032852395,1.4356635361;"{""type"": ""Point"", ""coordinates"": [1.435663536102507, 43.603285239492735]}";Pont Saint Pierre;semaine_soir_2019;2019;semaine;soir;0
43.6032852395,1.4356635361;"{""type"": ""Point"", ""coordinates"": [1.435663536102507, 43.603285239492735]}";Pont Saint Pierre;semaine_soir_2017;2017;semaine;soir;0
43.6032852395,1.4356635361;"{""type"": ""Point"", ""coordinates"": [1.435663536102507, 43.603285239492735]}";Pont Saint Pierre;semaine_soir_2016;2016;semaine;soir;518
43.6013797722,1.43963917725;"{""type"": ""Point"", ""coordinates"": [1.439639177248647, 43.601379772244044]}";Daurade Parking;semaine_journee_2019;2019;semaine;journee;0
43.6013797722,1.43963917725;"{""type"": ""Point"", ""coordinates"": [1.439639177248647, 43.601379772244044]}";Daurade Parking;samedi_soir_2014;2014;samedi;soir;252
43.6013797722,1.43963917725;"{""type"": ""Point"", ""coordinates"": [1.439639177248647, 43.601379772244044]}";Daurade Parking;samedi_soir_2012;2012;samedi;soir;285
43.6013797722,1.43963917725;"{""type"": ""Point"", ""coordinates"": [1.439639177248647, 43.601379772244044]}";Daurade Parking;semaine_journee_1998;1998;semaine;journee;0
43.6013797722,1.43963917725;"{""type"": ""Point"", ""coordinates"": [1.439639177248647, 43.601379772244044]}";Daurade Parking;semaine_midi_2017;2017;semaine;midi;0
43.6013797722,1.43963917725;"{""type"": ""Point"", ""coordinates"": [1.439639177248647, 43.601379772244044]}";Daurade Parking;semaine_midi_2014;2014;semaine;midi;113
43.6013797722,1.43963917725;"{""type"": ""Point"", ""coordinates"": [1.439639177248647, 43.601379772244044]}";Daurade Parking;samedi_midi_1998;1998;samedi;midi;0
43.6013797722,1.43963917725;"{""type"": ""Point"", ""coordinates"": [1.439639177248647, 43.601379772244044]}";Daurade Parking;semaine_soir_2017;2017;semaine;soir;0
43.6013797722,1.43963917725;"{""type"": ""Point"", ""coordinates"": [1.439639177248647, 43.601379772244044]}";Daurade Parking;semaine_soir_2014;2014;semaine;soir;243
43.6000245442,1.44244834157;"{""type"": ""Point"", ""coordinates"": [1.442448341566052, 43.60002454420763]}";Metz Ouest;semaine_journee_2019;2019;semaine;journee;0
43.6000245442,1.44244834157;"{""type"": ""Point"", ""coordinates"": [1.442448341566052, 43.60002454420763]}";Metz Ouest;semaine_soir_2006;2006;semaine;soir;387
43.6000245442,1.44244834157;"{""type"": ""Point"", ""coordinates"": [1.442448341566052, 43.60002454420763]}";Metz Ouest;semaine_journee_2018;2018;semaine;journee;516
43.6000245442,1.44244834157;"{""type"": ""Point"", ""coordinates"": [1.442448341566052, 43.60002454420763]}";Metz Ouest;semaine_journee_2012;2012;semaine;journee;388
43.6000245442,1.44244834157;"{""type"": ""Point"", ""coordinates"": [1.442448341566052, 43.60002454420763]}";Metz Ouest;semaine_journee_2016;2016;semaine;journee;383
43.6000245442,1.44244834157;"{""type"": ""Point"", ""coordinates"": [1.442448341566052, 43.60002454420763]}";Metz Ouest;semaine_matin_2001;2001;semaine;matin;85
43.6000245442,1.44244834157;"{""type"": ""Point"", ""coordinates"": [1.442448341566052, 43.60002454420763]}";Metz Ouest;semaine_journee_2006;2006;semaine;journee;310
43.6000245442,1.44244834157;"{""type"": ""Point"", ""coordinates"": [1.442448341566052, 43.60002454420763]}";Metz Ouest;samedi_journee_2014;2014;samedi;journee;387
43.6000245442,1.44244834157;"{""type"": ""Point"", ""coordinates"": [1.442448341566052, 43.60002454420763]}";Metz Ouest;semaine_midi_2016;2016;semaine;midi;264
43.6000245442,1.44244834157;"{""type"": ""Point"", ""coordinates"": [1.442448341566052, 43.60002454420763]}";Metz Ouest;semaine_matin_2018;2018;semaine;matin;657
43.6000245442,1.44244834157;"{""type"": ""Point"", ""coordinates"": [1.442448341566052, 43.60002454420763]}";Metz Ouest;semaine_journee_2013;2013;semaine;journee;0
43.6000245442,1.44244834157;"{""type"": ""Point"", ""coordinates"": [1.442448341566052, 43.60002454420763]}";Metz Ouest;samedi_journee_2008;2008;samedi;journee;395
43.6000245442,1.44244834157;"{""type"": ""Point"", ""coordinates"": [1.442448341566052, 43.60002454420763]}";Metz Ouest;samedi_journee_1998;1998;samedi;journee;164
43.6000245442,1.44244834157;"{""type"": ""Point"", ""coordinates"": [1.442448341566052, 43.60002454420763]}";Metz Ouest;semaine_soir_2010;2010;semaine;soir;244
43.5995115316,1.44042383113;"{""type"": ""Point"", ""coordinates"": [1.440423831129645, 43.599511531642285]}";Pont Neuf;semaine_midi_2008;2008;semaine;midi;179
43.5995115316,1.44042383113;"{""type"": ""Point"", ""coordinates"": [1.440423831129645, 43.599511531642285]}";Pont Neuf;semaine_soir_2006;2006;semaine;soir;446
43.5995115316,1.44042383113;"{""type"": ""Point"", ""coordinates"": [1.440423831129645, 43.599511531642285]}";Pont Neuf;semaine_journee_2010;2010;semaine;journee;214
43.5995115316,1.44042383113;"{""type"": ""Point"", ""coordinates"": [1.440423831129645, 43.599511531642285]}";Pont Neuf;semaine_midi_2006;2006;semaine;midi;237
43.5995115316,1.44042383113;"{""type"": ""Point"", ""coordinates"": [1.440423831129645, 43.599511531642285]}";Pont Neuf;semaine_matin_2008;2008;semaine;matin;285
43.5995115316,1.44042383113;"{""type"": ""Point"", ""coordinates"": [1.440423831129645, 43.599511531642285]}";Pont Neuf;semaine_matin_2006;2006;semaine;matin;309
43.5995115316,1.44042383113;"{""type"": ""Point"", ""coordinates"": [1.440423831129645, 43.599511531642285]}";Pont Neuf;samedi_soir_2013;2013;samedi;soir;0
43.5995115316,1.44042383113;"{""type"": ""Point"", ""coordinates"": [1.440423831129645, 43.599511531642285]}";Pont Neuf;semaine_journee_1998;1998;semaine;journee;0
43.5995115316,1.44042383113;"{""type"": ""Point"", ""coordinates"": [1.440423831129645, 43.599511531642285]}";Pont Neuf;samedi_midi_2006;2006;samedi;midi;134
43.5995115316,1.44042383113;"{""type"": ""Point"", ""coordinates"": [1.440423831129645, 43.599511531642285]}";Pont Neuf;samedi_journee_2010;2010;samedi;journee;183
43.5995115316,1.44042383113;"{""type"": ""Point"", ""coordinates"": [1.440423831129645, 43.599511531642285]}";Pont Neuf;semaine_matin_2019;2019;semaine;matin;0
43.5995115316,1.44042383113;"{""type"": ""Point"", ""coordinates"": [1.440423831129645, 43.599511531642285]}";Pont Neuf;semaine_matin_2016;2016;semaine;matin;440
43.5995115316,1.44042383113;"{""type"": ""Point"", ""coordinates"": [1.440423831129645, 43.599511531642285]}";Pont Neuf;semaine_matin_2017;2017;semaine;matin;0
43.5995115316,1.44042383113;"{""type"": ""Point"", ""coordinates"": [1.440423831129645, 43.599511531642285]}";Pont Neuf;semaine_matin_2013;2013;semaine;matin;0
43.5995115316,1.44042383113;"{""type"": ""Point"", ""coordinates"": [1.440423831129645, 43.599511531642285]}";Pont Neuf;samedi_soir_2001;2001;samedi;soir;116
43.5995115316,1.44042383113;"{""type"": ""Point"", ""coordinates"": [1.440423831129645, 43.599511531642285]}";Pont Neuf;samedi_journee_2001;2001;samedi;journee;116
43.5995115316,1.44042383113;"{""type"": ""Point"", ""coordinates"": [1.440423831129645, 43.599511531642285]}";Pont Neuf;samedi_soir_2008;2008;samedi;soir;461
43.6113235054,1.43862152624;"{""type"": ""Point"", ""coordinates"": [1.438621526236072, 43.6113235054052]}";Arnaud Bernard;semaine_journee_2010;2010;semaine;journee;321
43.6113235054,1.43862152624;"{""type"": ""Point"", ""coordinates"": [1.438621526236072, 43.6113235054052]}";Arnaud Bernard;semaine_journee_2016;2016;semaine;journee;156
43.6113235054,1.43862152624;"{""type"": ""Point"", ""coordinates"": [1.438621526236072, 43.6113235054052]}";Arnaud Bernard;semaine_matin_2008;2008;semaine;matin;176
43.6113235054,1.43862152624;"{""type"": ""Point"", ""coordinates"": [1.438621526236072, 43.6113235054052]}";Arnaud Bernard;semaine_matin_2006;2006;semaine;matin;277
43.6113235054,1.43862152624;"{""type"": ""Point"", ""coordinates"": [1.438621526236072, 43.6113235054052]}";Arnaud Bernard;samedi_soir_2013;2013;samedi;soir;0
43.6113235054,1.43862152624;"{""type"": ""Point"", ""coordinates"": [1.438621526236072, 43.6113235054052]}";Arnaud Bernard;semaine_soir_1998;1998;semaine;soir;0
43.6113235054,1.43862152624;"{""type"": ""Point"", ""coordinates"": [1.438621526236072, 43.6113235054052]}";Arnaud Bernard;semaine_journee_2006;2006;semaine;journee;332
43.6113235054,1.43862152624;"{""type"": ""Point"", ""coordinates"": [1.438621526236072, 43.6113235054052]}";Arnaud Bernard;samedi_midi_2010;2010;samedi;midi;211
43.6113235054,1.43862152624;"{""type"": ""Point"", ""coordinates"": [1.438621526236072, 43.6113235054052]}";Arnaud Bernard;samedi_journee_2012;2012;samedi;journee;138
43.6113235054,1.43862152624;"{""type"": ""Point"", ""coordinates"": [1.438621526236072, 43.6113235054052]}";Arnaud Bernard;semaine_midi_2018;2018;semaine;midi;306
43.6113235054,1.43862152624;"{""type"": ""Point"", ""coordinates"": [1.438621526236072, 43.6113235054052]}";Arnaud Bernard;semaine_matin_2018;2018;semaine;matin;247
43.6113235054,1.43862152624;"{""type"": ""Point"", ""coordinates"": [1.438621526236072, 43.6113235054052]}";Arnaud Bernard;semaine_journee_2013;2013;semaine;journee;0
43.6113235054,1.43862152624;"{""type"": ""Point"", ""coordinates"": [1.438621526236072, 43.6113235054052]}";Arnaud Bernard;semaine_soir_2017;2017;semaine;soir;0
43.6113235054,1.43862152624;"{""type"": ""Point"", ""coordinates"": [1.438621526236072, 43.6113235054052]}";Arnaud Bernard;semaine_soir_2010;2010;semaine;soir;376
43.6041904955,1.4457283262;"{""type"": ""Point"", ""coordinates"": [1.445728326199277, 43.6041904954563]}";Alsace Poids de l'huile;semaine_journee_2019;2019;semaine;journee;0
43.6041904955,1.4457283262;"{""type"": ""Point"", ""coordinates"": [1.445728326199277, 43.6041904954563]}";Alsace Poids de l'huile;semaine_soir_2008;2008;semaine;soir;435
43.6041904955,1.4457283262;"{""type"": ""Point"", ""coordinates"": [1.445728326199277, 43.6041904954563]}";Alsace Poids de l'huile;semaine_journee_2017;2017;semaine;journee;0
43.6041904955,1.4457283262;"{""type"": ""Point"", ""coordinates"": [1.445728326199277, 43.6041904954563]}";Alsace Poids de l'huile;samedi_soir_2014;2014;samedi;soir;287
43.6041904955,1.4457283262;"{""type"": ""Point"", ""coordinates"": [1.445728326199277, 43.6041904954563]}";Alsace Poids de l'huile;samedi_soir_2010;2010;samedi;soir;0
43.6041904955,1.4457283262;"{""type"": ""Point"", ""coordinates"": [1.445728326199277, 43.6041904954563]}";Alsace Poids de l'huile;samedi_soir_1998;1998;samedi;soir;0
43.6041904955,1.4457283262;"{""type"": ""Point"", ""coordinates"": [1.445728326199277, 43.6041904954563]}";Alsace Poids de l'huile;samedi_journee_2012;2012;samedi;journee;228
43.6041904955,1.4457283262;"{""type"": ""Point"", ""coordinates"": [1.445728326199277, 43.6041904954563]}";Alsace Poids de l'huile;samedi_midi_2001;2001;samedi;midi;134
43.6041904955,1.4457283262;"{""type"": ""Point"", ""coordinates"": [1.445728326199277, 43.6041904954563]}";Alsace Poids de l'huile;semaine_matin_2013;2013;semaine;matin;0
43.6041904955,1.4457283262;"{""type"": ""Point"", ""coordinates"": [1.445728326199277, 43.6041904954563]}";Alsace Poids de l'huile;samedi_soir_2001;2001;samedi;soir;77
43.6041904955,1.4457283262;"{""type"": ""Point"", ""coordinates"": [1.445728326199277, 43.6041904954563]}";Alsace Poids de l'huile;semaine_soir_2016;2016;semaine;soir;403
43.6076485732,1.44545181943;"{""type"": ""Point"", ""coordinates"": [1.445451819431348, 43.60764857322394]}";Alsace Rémusat;semaine_journee_2010;2010;semaine;journee;221
43.6076485732,1.44545181943;"{""type"": ""Point"", ""coordinates"": [1.445451819431348, 43.60764857322394]}";Alsace Rémusat;semaine_journee_2012;2012;semaine;journee;232
43.6076485732,1.44545181943;"{""type"": ""Point"", ""coordinates"": [1.445451819431348, 43.60764857322394]}";Alsace Rémusat;semaine_journee_2017;2017;semaine;journee;0
43.6076485732,1.44545181943;"{""type"": ""Point"", ""coordinates"": [1.445451819431348, 43.60764857322394]}";Alsace Rémusat;semaine_midi_2010;2010;semaine;midi;195
43.6076485732,1.44545181943;"{""type"": ""Point"", ""coordinates"": [1.445451819431348, 43.60764857322394]}";Alsace Rémusat;semaine_journee_2006;2006;semaine;journee;245
43.6076485732,1.44545181943;"{""type"": ""Point"", ""coordinates"": [1.445451819431348, 43.60764857322394]}";Alsace Rémusat;semaine_journee_1998;1998;semaine;journee;0
43.6076485732,1.44545181943;"{""type"": ""Point"", ""coordinates"": [1.445451819431348, 43.60764857322394]}";Alsace Rémusat;samedi_journee_2012;2012;samedi;journee;233
43.6076485732,1.44545181943;"{""type"": ""Point"", ""coordinates"": [1.445451819431348, 43.60764857322394]}";Alsace Rémusat;semaine_midi_2013;2013;semaine;midi;0
43.6076485732,1.44545181943;"{""type"": ""Point"", ""coordinates"": [1.445451819431348, 43.60764857322394]}";Alsace Rémusat;samedi_midi_2008;2008;samedi;midi;292
43.6076485732,1.44545181943;"{""type"": ""Point"", ""coordinates"": [1.445451819431348, 43.60764857322394]}";Alsace Rémusat;samedi_midi_2012;2012;samedi;midi;248
43.6076485732,1.44545181943;"{""type"": ""Point"", ""coordinates"": [1.445451819431348, 43.60764857322394]}";Alsace Rémusat;semaine_matin_2019;2019;semaine;matin;0
43.6076485732,1.44545181943;"{""type"": ""Point"", ""coordinates"": [1.445451819431348, 43.60764857322394]}";Alsace Rémusat;semaine_matin_2016;2016;semaine;matin;319
43.6076485732,1.44545181943;"{""type"": ""Point"", ""coordinates"": [1.445451819431348, 43.60764857322394]}";Alsace Rémusat;semaine_matin_2017;2017;semaine;matin;0
43.6076485732,1.44545181943;"{""type"": ""Point"", ""coordinates"": [1.445451819431348, 43.60764857322394]}";Alsace Rémusat;semaine_soir_2013;2013;semaine;soir;0
43.6076485732,1.44545181943;"{""type"": ""Point"", ""coordinates"": [1.445451819431348, 43.60764857322394]}";Alsace Rémusat;semaine_soir_2010;2010;semaine;soir;254
43.6030354875,1.44575794598;"{""type"": ""Point"", ""coordinates"": [1.445757945983975, 43.60303548745425]}";Alsace Pomme;semaine_midi_2006;2006;semaine;midi;302
43.6030354875,1.44575794598;"{""type"": ""Point"", ""coordinates"": [1.445757945983975, 43.60303548745425]}";Alsace Pomme;semaine_matin_2012;2012;semaine;matin;214
43.6030354875,1.44575794598;"{""type"": ""Point"", ""coordinates"": [1.445757945983975, 43.60303548745425]}";Alsace Pomme;semaine_soir_1998;1998;semaine;soir;0
43.6030354875,1.44575794598;"{""type"": ""Point"", ""coordinates"": [1.445757945983975, 43.60303548745425]}";Alsace Pomme;samedi_journee_2014;2014;samedi;journee;410
43.6030354875,1.44575794598;"{""type"": ""Point"", ""coordinates"": [1.445757945983975, 43.60303548745425]}";Alsace Pomme;semaine_midi_2012;2012;semaine;midi;298
43.6030354875,1.44575794598;"{""type"": ""Point"", ""coordinates"": [1.445757945983975, 43.60303548745425]}";Alsace Pomme;samedi_journee_2010;2010;samedi;journee;267
43.6030354875,1.44575794598;"{""type"": ""Point"", ""coordinates"": [1.445757945983975, 43.60303548745425]}";Alsace Pomme;semaine_midi_2017;2017;semaine;midi;0
43.6030354875,1.44575794598;"{""type"": ""Point"", ""coordinates"": [1.445757945983975, 43.60303548745425]}";Alsace Pomme;semaine_journee_2001;2001;semaine;journee;160
43.6030354875,1.44575794598;"{""type"": ""Point"", ""coordinates"": [1.445757945983975, 43.60303548745425]}";Alsace Pomme;samedi_soir_2001;2001;samedi;soir;100
43.6030354875,1.44575794598;"{""type"": ""Point"", ""coordinates"": [1.445757945983975, 43.60303548745425]}";Alsace Pomme;samedi_soir_2006;2006;samedi;soir;289
43.6030354875,1.44575794598;"{""type"": ""Point"", ""coordinates"": [1.445757945983975, 43.60303548745425]}";Alsace Pomme;samedi_journee_2006;2006;samedi;journee;257
43.6030354875,1.44575794598;"{""type"": ""Point"", ""coordinates"": [1.445757945983975, 43.60303548745425]}";Alsace Pomme;samedi_journee_1998;1998;samedi;journee;0
43.6030354875,1.44575794598;"{""type"": ""Point"", ""coordinates"": [1.445757945983975, 43.60303548745425]}";Alsace Pomme;semaine_soir_2018;2018;semaine;soir;0
43.6030354875,1.44575794598;"{""type"": ""Point"", ""coordinates"": [1.445757945983975, 43.60303548745425]}";Alsace Pomme;semaine_soir_2017;2017;semaine;soir;0
43.6047959581,1.44280131566;"{""type"": ""Point"", ""coordinates"": [1.442801315657174, 43.60479595814834]}";Capitole;samedi_midi_2014;2014;samedi;midi;367
43.6047959581,1.44280131566;"{""type"": ""Point"", ""coordinates"": [1.442801315657174, 43.60479595814834]}";Capitole;semaine_journee_1998;1998;semaine;journee;222
43.6047959581,1.44280131566;"{""type"": ""Point"", ""coordinates"": [1.442801315657174, 43.60479595814834]}";Capitole;samedi_journee_2012;2012;samedi;journee;130
43.6047959581,1.44280131566;"{""type"": ""Point"", ""coordinates"": [1.442801315657174, 43.60479595814834]}";Capitole;samedi_midi_2006;2006;samedi;midi;373
43.6047959581,1.44280131566;"{""type"": ""Point"", ""coordinates"": [1.442801315657174, 43.60479595814834]}";Capitole;samedi_midi_2001;2001;samedi;midi;182
43.6047959581,1.44280131566;"{""type"": ""Point"", ""coordinates"": [1.442801315657174, 43.60479595814834]}";Capitole;semaine_midi_2014;2014;semaine;midi;299
43.6047959581,1.44280131566;"{""type"": ""Point"", ""coordinates"": [1.442801315657174, 43.60479595814834]}";Capitole;semaine_matin_2018;2018;semaine;matin;343
43.6047959581,1.44280131566;"{""type"": ""Point"", ""coordinates"": [1.442801315657174, 43.60479595814834]}";Capitole;semaine_matin_2016;2016;semaine;matin;324
43.6047959581,1.44280131566;"{""type"": ""Point"", ""coordinates"": [1.442801315657174, 43.60479595814834]}";Capitole;semaine_matin_2010;2010;semaine;matin;275
43.6047959581,1.44280131566;"{""type"": ""Point"", ""coordinates"": [1.442801315657174, 43.60479595814834]}";Capitole;samedi_journee_1998;1998;samedi;journee;167
43.5980123616,1.44544336749;"{""type"": ""Point"", ""coordinates"": [1.445443367486754, 43.59801236163986]}";Languedoc Carmes;semaine_soir_2006;2006;semaine;soir;313
43.5980123616,1.44544336749;"{""type"": ""Point"", ""coordinates"": [1.445443367486754, 43.59801236163986]}";Languedoc Carmes;semaine_midi_2019;2019;semaine;midi;0
43.5980123616,1.44544336749;"{""type"": ""Point"", ""coordinates"": [1.445443367486754, 43.59801236163986]}";Languedoc Carmes;semaine_midi_2017;2017;semaine;midi;0
43.5980123616,1.44544336749;"{""type"": ""Point"", ""coordinates"": [1.445443367486754, 43.59801236163986]}";Languedoc Carmes;semaine_matin_2016;2016;semaine;matin;296
43.5980123616,1.44544336749;"{""type"": ""Point"", ""coordinates"": [1.445443367486754, 43.59801236163986]}";Languedoc Carmes;semaine_matin_2014;2014;semaine;matin;260
43.5980123616,1.44544336749;"{""type"": ""Point"", ""coordinates"": [1.445443367486754, 43.59801236163986]}";Languedoc Carmes;semaine_journee_2001;2001;semaine;journee;185
43.5980123616,1.44544336749;"{""type"": ""Point"", ""coordinates"": [1.445443367486754, 43.59801236163986]}";Languedoc Carmes;semaine_midi_2001;2001;semaine;midi;159
43.5980123616,1.44544336749;"{""type"": ""Point"", ""coordinates"": [1.445443367486754, 43.59801236163986]}";Languedoc Carmes;semaine_journee_2013;2013;semaine;journee;0
43.5980123616,1.44544336749;"{""type"": ""Point"", ""coordinates"": [1.445443367486754, 43.59801236163986]}";Languedoc Carmes;samedi_soir_2001;2001;samedi;soir;101
43.5980123616,1.44544336749;"{""type"": ""Point"", ""coordinates"": [1.445443367486754, 43.59801236163986]}";Languedoc Carmes;semaine_soir_2018;2018;semaine;soir;382
43.5980123616,1.44544336749;"{""type"": ""Point"", ""coordinates"": [1.445443367486754, 43.59801236163986]}";Languedoc Carmes;semaine_soir_2013;2013;semaine;soir;0
43.605780873,1.44841523706;"{""type"": ""Point"", ""coordinates"": [1.448415237057751, 43.60578087300618]}";Roosevelt;semaine_journee_2019;2019;semaine;journee;0
43.605780873,1.44841523706;"{""type"": ""Point"", ""coordinates"": [1.448415237057751, 43.60578087300618]}";Roosevelt;semaine_midi_2008;2008;semaine;midi;286
43.605780873,1.44841523706;"{""type"": ""Point"", ""coordinates"": [1.448415237057751, 43.60578087300618]}";Roosevelt;semaine_soir_2008;2008;semaine;soir;354
43.605780873,1.44841523706;"{""type"": ""Point"", ""coordinates"": [1.448415237057751, 43.60578087300618]}";Roosevelt;semaine_journee_2010;2010;semaine;journee;256
43.605780873,1.44841523706;"{""type"": ""Point"", ""coordinates"": [1.448415237057751, 43.60578087300618]}";Roosevelt;semaine_journee_2017;2017;semaine;journee;0
43.605780873,1.44841523706;"{""type"": ""Point"", ""coordinates"": [1.448415237057751, 43.60578087300618]}";Roosevelt;semaine_journee_2016;2016;semaine;journee;338
43.605780873,1.44841523706;"{""type"": ""Point"", ""coordinates"": [1.448415237057751, 43.60578087300618]}";Roosevelt;semaine_matin_2001;2001;semaine;matin;169
43.605780873,1.44841523706;"{""type"": ""Point"", ""coordinates"": [1.448415237057751, 43.60578087300618]}";Roosevelt;samedi_soir_2013;2013;samedi;soir;0
43.605780873,1.44841523706;"{""type"": ""Point"", ""coordinates"": [1.448415237057751, 43.60578087300618]}";Roosevelt;semaine_matin_2012;2012;semaine;matin;170
43.605780873,1.44841523706;"{""type"": ""Point"", ""coordinates"": [1.448415237057751, 43.60578087300618]}";Roosevelt;semaine_soir_1998;1998;semaine;soir;165
43.605780873,1.44841523706;"{""type"": ""Point"", ""coordinates"": [1.448415237057751, 43.60578087300618]}";Roosevelt;samedi_journee_2013;2013;samedi;journee;0
43.605780873,1.44841523706;"{""type"": ""Point"", ""coordinates"": [1.448415237057751, 43.60578087300618]}";Roosevelt;samedi_midi_2006;2006;samedi;midi;212
43.605780873,1.44841523706;"{""type"": ""Point"", ""coordinates"": [1.448415237057751, 43.60578087300618]}";Roosevelt;semaine_midi_2019;2019;semaine;midi;0
43.605780873,1.44841523706;"{""type"": ""Point"", ""coordinates"": [1.448415237057751, 43.60578087300618]}";Roosevelt;samedi_midi_2008;2008;samedi;midi;304
43.605780873,1.44841523706;"{""type"": ""Point"", ""coordinates"": [1.448415237057751, 43.60578087300618]}";Roosevelt;semaine_matin_2016;2016;semaine;matin;234
43.605780873,1.44841523706;"{""type"": ""Point"", ""coordinates"": [1.448415237057751, 43.60578087300618]}";Roosevelt;semaine_midi_2001;2001;semaine;midi;202
43.605780873,1.44841523706;"{""type"": ""Point"", ""coordinates"": [1.448415237057751, 43.60578087300618]}";Roosevelt;semaine_soir_2012;2012;semaine;soir;318
43.605780873,1.44841523706;"{""type"": ""Point"", ""coordinates"": [1.448415237057751, 43.60578087300618]}";Roosevelt;samedi_journee_2001;2001;samedi;journee;168
43.605780873,1.44841523706;"{""type"": ""Point"", ""coordinates"": [1.448415237057751, 43.60578087300618]}";Roosevelt;semaine_soir_2017;2017;semaine;soir;0
43.605780873,1.44841523706;"{""type"": ""Point"", ""coordinates"": [1.448415237057751, 43.60578087300618]}";Roosevelt;semaine_soir_2013;2013;semaine;soir;0
43.605780873,1.44841523706;"{""type"": ""Point"", ""coordinates"": [1.448415237057751, 43.60578087300618]}";Roosevelt;samedi_soir_2008;2008;samedi;soir;420
