Street;Motdir;Commune;"Code
Insee";"Date
Comptage";Année;Section;Sens de comptage;"Voie en
Sens unique";Type;"Moyenne
Jours ouvrés par semaine "
RUE DE REMUSAT;REMUSAT (RUE DE REMUSAT);Toulouse;31555;2016-09-21;2016.0;ENTRE RUE DU SALE ET RUE MONTOYOL;SENS UNIQUE VERS MONTOYOL;oui;TV;1805.0
RUE DIEUDONNE COSTES;COSTES (RUE DIEUDONNE COSTES);Blagnac;31069;2015-04-24;2015.0;SECTION EN SENS UNIQUE;SENS UNIQUE VERS RUE DU GROUPE D'OR;oui;TV;3069.0
AV GASTON DOUMERGUE;DOUMERGUE (AV GASTON DOUMERGUE);Balma;31044;2015-06-04;2015.0;ENTRE CHE LAGARRIGUE ET RUE CHABROL;VERS AV POMPIDOU;;TV;2628.0
RUE DE L ARAMON;ARAMON (RUE DE L ARAMON);Brax;31088;2015-05-27;2015.0;ENTRE CABANOT ET LISTAN;VERS RUE DE LASPIACERES;;TV;168.0
RTE DE SAINTE GERMAINE;GERMAINE (RTE DE SAINTE GERMAINE);Pibrac;31417;2015-03-30;2015.0;ENTRE BOURDETTES ET BRODEUR;VERS BOURDETTES;;TV;72.0
RUE PIERRE BROSSOLETTE;BROSSOLETTE (RUE PIERRE BROSSOLETTE);Toulouse;31555;2015-03-02;2015.0;ENTRE PRADAL ET VITET;VERS PRADAL;;TV;105.0
RTE DE CASTRES;CASTRES (RTE DE CASTRES);Dr╔Mil-Lafage;31163;2015-06-15;2015.0;ENTRE CHE DE PERILLOU ET ALL DE L'EGLISE;VERS CHE DE PERILLOU;;TV;3497.0
AV JEAN GONORD;GONORD (AV JEAN GONORD);Toulouse;31555;2015-06-25;2015.0;ENTRE AV DE CASTRES ETCHE DE LIMAYRAC;VERS AV DE CASTRES;;TV;7408.0
CHE DES TUILERIES;TUILERIES (CHE DES TUILERIES);Toulouse;31555;2015-06-25;2015.0;ENTRE MARCAISSONNE ET CAYRAS;VERS MARCAISSONNE;;TV;1292.0
CHE DE MAZAYGUES;MAZAYGUES (CHE DE MAZAYGUES);Toulouse;31555;2015-06-10;2015.0;ENTRE CHE RAMELET MOUNDI ET RUE COCTEAU;VERS CHE FERRO LEBRES;;TV;1173.0
AV PIERRE MOLETTE;MOLETTE (AV PIERRE MOLETTE);Toulouse;31555;2015-06-10;2015.0;ENTRE CHE DU RAMELET MOUNDI ET RU ALEMBERT;VERS RUE ALEMBERT;;TV;727.0
RUE JEAN D ALEMBERT;ALEMBERT (RUE JEAN D ALEMBERT);Toulouse;31555;2015-06-10;2015.0;ENTRE RUE CARTIER ET IMP ALEMBERT;VERS AV MOLETTE;;TV;357.0
AV DES PYRENEES;PYRENEES (AV DES PYRENEES);Mons;31355;2015-06-11;2015.0;ENTRE AV DU LAURAGAIS ET CHE DU PIN;VERS CHE DU PIN;;TV;981.0
RUE DE FENOUILLET;FENOUILLET (RUE DE FENOUILLET);Toulouse;31555;2015-09-18;2015.0;ENTRE RUE BARRIERE ET RUE MATHALY;VERS RUE MATHALY;oui;TV;4567.0
AV GEORGE SAND;SAND (AV GEORGE SAND);Colomiers;31149;2015-08-31;2015.0;ENTRE ALL DU CARLITTE ET PL DU CAPCIR;VERS CHE D'AL NOBLE;;TV;422.0
ALL EUGENE LEROY;LEROY (ALL EUGENE LEROY);Colomiers;31149;2015-08-31;2015.0;ENTRE ALL ROUANET ET ALL AUGE;VERS BD INGRES;;TV;283.0
RUE DES BERGERONNETTES;BERGERONNETTES (RUE DES BERGERONNETTES);Villeneuve-Tolosane;31588;2015-01-23;2015.0;ENTRE ROSSIGNOLS ETCHARDONNERETS;VERS ROSSIGNOLS;;TV;154.0
RUE DES CHARDONNERETS;CHARDONNERETS (RUE DES CHARDONNERETS);Villeneuve-Tolosane;31588;2015-01-23;2015.0;ENTRE BERGERONNETTES ET MESANGES;VERS MESANGES;;TV;32.0
AV JEAN RIEUX;RIEUX (AV JEAN RIEUX);Toulouse;31555;2015-02-26;2015.0;ENTRE PERISSE ET LANFANT;VERS LANFANT;;TV;6036.0
RUE SIMONE SIGNORET;SIGNORET (RUE SIMONE SIGNORET);Toulouse;31555;2015-01-19;2015.0;ENTRE LICARD ET DEBAUGES;VERS LICARD;;TV;401.0
AV DU GENERAL BARES;BARES (AV DU GENERAL BARES);Cugnaux;31157;2015-11-04;2015.0;ENTRE RUE DU STADE ET AV DU COMMINGES;VERS AV DU COMMINGES;;TV;7280.0
RUE PIERRE RUBENS;RUBENS (RUE PIERRE RUBENS);Toulouse;31555;2015-12-01;2015.0;ENTRE CLAUSADE ET ETATS UNIS;VERS AV DES ETATS UNIS;;TV;89.0
RUE VALADE;VALADE (RUE VALADE);Toulouse;31555;2015-12-10;2015.0;ENTRE BASTIDE ET SAINT PIERRE;SENS UNIQUE VERS PARGAMINIERES;oui;TV;1924.0
CHE DE LA PALANQUE;PALANQUE (CHE DE LA PALANQUE);Launaguet;31282;2014-01-13;2014.0;ENTRE SPORTS ET  COMBES;VERS CHE SPORT;;TV;4945.0
RUE JEAN MARTIN CHARCOT;CHARCOT (RUE JEAN MARTIN CHARCOT);Toulouse;31555;2014-03-26;2014.0;ENTRE JEAN RIEUX ET LEOTARD;SENS UNIQUE VERS LEOTARD;oui;TV;194.0
CHE DE CAYRAS;CAYRAS (CHE DE CAYRAS);Saint-Orens-De-Gameville;31555;2014-03-24;2014.0;ENTRE GAMEVILLE ET TUILERIES;VERS CHE DES TUILERIES;;TV;2358.0
RUE BELLEGARDE;BELLEGARDE (RUE BELLEGARDE);Toulouse;31555;2014-02-17;2014.0;ENTRE ALSACE LORRAINE ET BERALDI;SENS UNIQUE VERS BERALDI;oui;TV;180.0
AV DE MURET;MURET (AV DE MURET)_TOULOUSE;Toulouse;31555;2014-02-17;2014.0;ENTRE BOUTINON ET ALES;VERS RTE D'ESPAGNE;;TV;5742.0
AV DIDIER DAURAT;DAURAT (AV DIDIER DAURAT);Toulouse;31555;2014-02-24;2014.0;ENTRE SANTOS DUMONT ET REVEL;VERS VEDRIN;;TV;4899.0
RUE SAINT FERREOL;FERREOL (RUE SAINT FERREOL);Toulouse;31555;2014-05-14;2014.0;ENTRE BD RIQUET ET RUE RIQUET;SENS UNIQUE VERS RIQUET;oui;TV;262.0
AV PAUL SEJOURNE;SEJOURNE (AV PAUL SEJOURNE);Toulouse;31555;2014-05-14;2014.0;ENTRE PT DES CATALANS ET ANCIEN VELODROME;ALLEE DE BARCELONE;;TV;16778.0
BD DE STRASBOURG;STRASBOURG (BD DE STRASBOURG);Toulouse;31555;2014-05-14;2014.0;ENTRE DENFER ROCHEREAU ET LAFAILLE;VERS JEAN JAURES;;TV;16381.0
PL RAYMOND GRIMAUD;GRIMAUD (PL RAYMOND GRIMAUD);Toulouse;31555;2014-02-03;2014.0;ENTRE ALBRECHT ET DISSARD;SENS UNIQUE VERS DISSARD;;TV;659.0
RUE LOUIS PLANA;PLANA (RUE LOUIS PLANA)_TOULOUSE;Toulouse;31555;2014-04-08;2014.0;ENTRE LESGOUST ET BOILEAU;VERS CAUMONT;;TV;2938.0
ALL CHARLES DE FITTE;FITTE (ALL CHARLES DE FITTE);Toulouse;31555;2014-05-12;2014.0;ENTRE BOURASOL ET VARSY;VERS BOURASOL;;TV;17744.0
BD VICTOR HUGO;HUGO (BD VICTOR HUGO);Colomiers;31149;2014-06-10;2014.0;ENTRE SELERY ET OUESSANT;VERS OUESSANT;;TV;5381.0
AV LUCIEN SERVANTY;SERVANTY (AV LUCIEN SERVANTY);Blagnac;31069;2014-06-10;2014.0;ENTRE GONIN ET GINESTET;VERS GONIN;oui;TV;8255.0
PONT VELASQUEZ;VELASQUEZ (PONT VELASQUEZ);Blagnac;31069;2014-06-10;2014.0;ENTRE LATECOERE ET CONCORDE;VERS CONCORDE;;TV;4202.0
RUE ALFRED DUMERIL;DUMERIL (RUE ALFRED DUMERIL);Toulouse;31555;2014-10-07;2014.0;ENTRE SACHET ET GUESDE;SENS UNIQUE VERS GUESDE;oui;TV;1107.0
CHE DU BRANA D EN BAS;BAS (CHE DU BRANA D EN BAS);Aussonne;31032;2014-09-19;2014.0;ENTRE CONCORDE ET LANGUEDOCIEN;VERS ALIES;;TV;201.0
AV CRAMPEL;CRAMPEL (AV CRAMPEL);Toulouse;31555;2014-09-15;2014.0;ENTRE NOGUES ET RUSSEL;VERS BD DE LA MARNE;;TV;5442.0
ALL DE BRIENNE;BRIENNE (ALL DE BRIENNE);Toulouse;31555;2014-09-15;2014.0;;VERS QUAI ST PIERRE;;TV;4616.0
ALL DE BRIENNE;BRIENNE (ALL DE BRIENNE);Toulouse;31555;2014-09-15;2014.0;;VERS SEJOURNE;;TV;624.0
RUE CLAUSADE;CLAUSADE (RUE CLAUSADE);Toulouse;31555;2014-11-18;2014.0;ENTRE FENOUILLET ET RUBENS;SENS UNIQUE VERS FENOUILLET;oui;TV;552.0
AV DES MAROTS;MAROTS (AV DES MAROTS);Colomiers;31149;2014-11-14;2014.0;ENTRE ALLENDE ET TAMARIS;VERS ALLENDE;;TV;2141.0
RUE GLEYSES;GLEYSES (RUE GLEYSES);Toulouse;31555;2014-12-03;2014.0;ENTRE FENOUILLET ET BOULEAUX;VERS ADONIS;;TV;778.0
RUE DU GORP;GORP (RUE DU GORP);Toulouse;31555;2014-10-07;2014.0;ENTRE BUSCA ET BLANCHARD;SENS UNIQUE VERS SAINT MICHEL;oui;TV;2245.0
RUE JOLY;JOLY (RUE JOLY);Toulouse;31555;2014-10-07;2014.0;ENTRE DUMERIL ET 36 PONTS;SENS UNIQUE VERS 36 PONTS;oui;TV;1337.0
CHE DE CORDELLE;CORDELLE (CHE DE CORDELLE);Cornebarrieu;31150;2014-11-14;2014.0;SECTION OUEST CHE DE CORDELLE;VERS CHE DE CORDELLE;;TV;116.0
RUE ANTOINE DEVILLE;DEVILLE (RUE ANTOINE DEVILLE);Toulouse;31555;2015-01-15;2015.0;ENTRE LAUTHMAN ET FOIX;SENS UNIQUE VERS FOIX;oui;TV;1334.0
AV DE LARDENNE;LARDENNE (AV DE LARDENNE);Toulouse;31555;2014-12-15;2014.0;ENTRE MAXWELL ET COURTINADE;VERS FERRO LEBRE;;TV;8599.0
RUE DU BON VOISIN;VOISIN (RUE DU BON VOISIN);Toulouse;31555;2015-03-02;2015.0;ENTRE PECH DAVID ET SALADE PONSAN;VERS SALADE PONSAN;;TV;146.0
Bretelle accÞs RD916 (est);(VA VA000490);Toulouse;31555;2015-03-11;2015.0;ENTRE COSMONAUTES ET RD916;VERS COSMONAUTES;;TV;2507.0
CHE DE VIGNAUX;VIGNAUX (CHE DE VIGNAUX);Aussonne;31032;2015-05-27;2015.0;ENTRE ALL DES TILLEULS ET RUE DES MICOUCOUL;VERS CHE DE PEYRELONGUE;;TV;695.0
CHE DE CARBOUNEL;CARBOUNEL (CHE DE CARBOUNEL);Aussonne;31032;2015-05-27;2015.0;ENTRE RTE DE SEILH ET CHE DE MYLLIAU;VERS CHE DE MYLLIAU;;TV;108.0
RUE DES SALENQUES;SALENQUES (RUE DES SALENQUES);Toulouse;31555;2015-01-15;2015.0;ENTRE LAUTMANN ET EMBARTHE;SENS UNIQUE VERS EMBARTHE;oui;TV;6088.0
BD DU MARECHAL JUIN;JUIN (BD DU MARECHAL JUIN);Fenouillet;31182;2015-01-20;2015.0;ENTRE LECLERC ET TEULIE;VERS BILLIERES;;TV;853.0
BD DU MARECHAL JUIN;JUIN (BD DU MARECHAL JUIN);Fenouillet;31182;2015-01-20;2015.0;ENTRE LECLERC ET TEULIE;VERS SPORTS;;TV;722.0
RUE DES COUTELIERS;COUTELIERS (RUE DES COUTELIERS);Toulouse;31555;2015-09-03;2015.0;ENTRE RUE DE LA MADEALAINE ET RUE DE GROSSE;VERS RUE DE LA DALBADE;oui;TV;3737.0
RUE DU PRAT;PRAT (RUE DU PRAT);Colomiers;31149;2015-08-31;2015.0;ENTRE TOURAINE ET PRAT;SENS UNIAUE VERS GARIBALDIENS;oui;TV;1111.0
AV DU BERGERON;BERGERON (AV DU BERGERON);Saint-Alban;31467;2015-09-28;2015.0;ENTRE BERGERON ET FENOUILLET;VERS RUE DE FENOUILLET;;TV;1558.0
CHE DE SAINT AMAND;AMAND (CHE DE SAINT AMAND);Toulouse;31555;2015-11-04;2015.0;ENTRE AV DE LARDENNE ET CHE DU CALQUET;VERS CHE DU CALQUET;oui;TV;446.0
AV DE TOULOUSE;TOULOUSE (AV DE TOULOUSE);Cugnaux;31157;2015-11-04;2015.0;ENTRE RUE DES TOURELLES ET AV DES ACACIAS;VERS VILLENAUVE TOLOSANE;;TV;4365.0
AV DES ETATS UNIS;UNIS (AV DES ETATS UNIS);Toulouse;31555;2015-11-03;2015.0;ENTRE ADONIS ET FERRY;VERS BARRIERE DE PARIS;;TV;6838.0
RUE MATHALY;MATHALY (RUE MATHALY);Toulouse;31555;2015-12-01;2015.0;ENTRE FENOUILLET ET CHARLAS;VERS RUE CHARLAS;oui;TV;1111.0
BD DEODAT DE SEVERAC;SEVERAC (BD DEODAT DE SEVERAC);Colomiers;31149;2015-11-26;2015.0;ENTRE ALL CROS ET CHE DES RAMASSIERS;VERS CHE DE L'ARMURIE;;TV;3573.0
RUE SAINTE MELANIE;MELANIE (RUE SAINTE MELANIE);Toulouse;31555;2015-12-01;2015.0;ENTRE CLAUSADE ET ETATS UNIS;VERS RUE CLAUSADE;;TV;207.0
RUE MARIE CURIE;CURIE (RUE MARIE CURIE);Saint-Jean;31488;2015-12-03;2015.0;ENTRE RUE PAPIN;VERS RUE PERRIN;;TV;320.0
ALL FERNAND JOURDANT;JOURDANT (ALL FERNAND JOURDANT);Toulouse;31555;2018-01-31;2018.0;RAMPE NORD;VERS PPONT COUBERTIN;;TV;373.0
ALL FERNAND JOURDANT;JOURDANT (ALL FERNAND JOURDANT);Toulouse;31555;2018-01-31;2018.0;RAMPE SUD;VERS CLUB AVIRON;;TV;358.0
CHE DE TUCAUT;TUCAUT (CHE DE TUCAUT);Toulouse;31555;2018-02-01;2018.0;ENTRE RUE BAYES ET RUE PRILLOUME;VERS RTE DE SAINT SIMON;;TV;5941.0
RUE JEAN JACQUES ROUSSEAU;ROUSSEAU (RUE JEAN JACQUES ROUSSEAU);Toulouse;31555;2018-03-05;2018.0;ENTRE AV GUILLAUMET ET CHE HEREDIA;VERS CHE HEREDIA;;TV;1028.0
CHE DE LA VIOLETTE;VIOLETTE (CHE DE LA VIOLETTE);Union;31561;2018-03-05;2018.0;ENTRE RTE DE BESSIERES ET IMP DE LA VIOLETT;VERS CHE DE LA PALANQUE;;TV;4166.0
RUE DE REMUSAT;REMUSAT (RUE DE REMUSAT);Toulouse;31555;2018-03-06;2018.0;ENTRE RUE KENNEDY ET PL CAPITOLE;VERS PL DU CAPITOLE;oui;TV;636.0
BD MAURICE GRYNFOGEL;GRYNFOGEL (BD MAURICE GRYNFOGEL);Colomiers;31149;2018-03-07;2018.0;ENTRE CHE GRAMONT ET ALL PRADINE;VERS CHE DE GRAMONT;;TV;7755.0
CHE DES CIGAREAUX;CIGAREAUX (CHE DES CIGAREAUX);Brax;31088;2018-03-08;2018.0;ENTRE CHE CABANOT ET PL CIGAREAUX;VERS PL DES CIGANEAUX;;TV;273.0
AV DE TOULOUSE;TOULOUSE (AV DE TOULOUSE);Pibrac;31417;2018-03-14;2018.0;ENTRE CHE BEAUREGARD ET RUE TOURNESOLS;VERS RUE DES TOURNESOLS;;TV;6678.0
CHE DE FAGES;FAGES (CHE DE FAGES);Toulouse;31555;2018-03-16;2018.0;ENTRE RUE LITTRE ET AV DE LESPINET;VERS BD DE LA MEDITERRANEE;;TV;619.0
RUE DU GEN JEAN COMPANS;COMPANS (RUE DU GEN JEAN COMPANS);Toulouse;31555;2018-03-16;2018.0;ENTRE RUE BERTHELOT ET RUE GROS;VERS AV DE LA COLONNE;oui;TV;2414.0
RUE THEODORE OZENNE;OZENNE (RUE THEODORE OZENNE);Toulouse;31555;2018-03-19;2018.0;ENTRE RUE FELIX ET RUE PLEAU;VERS ALL JULES GUESDE;;TV;4451.0
RUE DE SEBASTOPOL;SEBASTOPOL (RUE DE SEBASTOPOL);Toulouse;31555;2018-03-19;2018.0;ENTRE CHE BOSCO ET RUE ALARIC;VERS BD LASCROSSE;;TV;7657.0
BD DE L EUROPE;EUROPE (BD DE L EUROPE);Colomiers;31149;2018-04-05;2018.0;ENTRE BD INGRES ET BD SEVERAC;VERS BD SEVERAC;;TV;5059.0
RUE PASTEUR;PASTEUR (RUE PASTEUR);Cornebarrieu;31150;2018-04-05;2018.0;ENTRE RUE AUSSONNELLE ET RUE PEUPLIERS;VERS RUE DE L'AUSSONNELLE;;TV;184.0
AV DES MOURLINGUES;MOURLINGUES (AV DES MOURLINGUES);Balma;31044;2018-05-15;2018.0;ENTRE RUE VIGNES;VERS RTE DE MONS;;TV;2165.0
RUE ALFRED DE MUSSET;MUSSET (RUE ALFRED DE MUSSET);Toulouse;31555;2018-06-04;2018.0;ENTRE RUE DE LA TOUR ET RUE BIOT;VERS RUE BIOT;;TV;311.0
AV FREDERIC ESTEBE;ESTEBE (AV FREDERIC ESTEBE);Toulouse;31555;2018-06-15;2018.0;ENTRE AV DES MINIMES ET RUE GUYNEMER;VERS DES ANGES;oui;TV;5347.0
ALL DE LA CHAMPAGNE;CHAMPAGNE (ALL DE LA CHAMPAGNE);Colomiers;31149;2018-06-27;2018.0;ENTRE ALL DE L'OISE;VERS ALL DU MACONNAIS;;TV;733.0
AV DE FRONTON;FRONTON (AV DE FRONTON);Toulouse;31555;2018-09-25;2017.0;ENTRE RUE MIGUET ETIMP DE LA GARE;VERS RUE PADER;;TV;5332.0
RUE DES ANGES;ANGES (RUE DES ANGES);Toulouse;31555;2018-09-18;2018.0;ENTRE RUE NEGRENEYS ET RUE BERANGER;VERS AV ESTEBE;oui;TV;2981.0
CHE MICHOUN;MICHOUN (CHE MICHOUN);Toulouse;31555;2018-09-28;2018.0;ENTRE RUED'HYERES ET RUE DE LA CIOTAT;VERS AV DOUMERGUE;;TV;2711.0
AV HENRI GUILLAUMET;GUILLAUMET (AV HENRI GUILLAUMET);Toulouse;31555;2018-09-26;2018.0;ENTRE DB DES CRETES ET RUE ROUSSEAU;VERS BD DES CRETES;;TV;1895.0
CHE DE HEREDIA;HEREDIA (CHE DE HEREDIA)_TOULOUSE;Toulouse;31555;2018-09-26;2018.0;ENTRE RUE PLANA ET RUE NANTES;VERS RUE ROUSSEAU;;TV;909.0
RUE LOUIS PLANA;PLANA (RUE LOUIS PLANA);Toulouse;31555;2018-09-26;2018.0;ENTRE RUE SURCOUF ET RUE FRATERNITE;VERS RUE SURCOUF;;TV;4014.0
RUE DE LA TOURAINE;TOURAINE (RUE DE LA TOURAINE);Toulouse;31555;2018-10-15;2018.0;ENTRE RUE DU VAR ET RUE DE L'ARDECHE;VERS CHE PAPUS;;TV;4721.0
CHE DORTIS;DORTIS (CHE DORTIS);Toulouse;31555;2018-11-22;2018.0;ENTRE CHE CROIX BENITE ET RUE LAOUZETO;VERS CHE CROIX BENITE;;TV;584.0
RUE JACQUES BABINET;BABINET (RUE JACQUES BABINET);Toulouse;31555;2018-11-08;2018.0;ENTRE AV DE REYNERIE ET PARC ACTIVITE;VERS PARC ACTIVITE;oui;TV;1423.0
RUE PAUL GAUGUIN;GAUGUIN (RUE PAUL GAUGUIN);Toulouse;31555;2018-11-08;2018.0;ENTRE AV REYNERIE ET RUE LALANNE;VERS AV DE REYNERIE;;TV;4401.0
RUE GOUDOULI;GOUDOULI (RUE GOUDOULI);Toulouse;31555;2018-10-15;2018.0;ENTRE AV CRAMPEL ET RUE DEODORA;VERS AV CRAMPEL;;TV;157.0
RUE DU BEARN;BEARN (RUE DU BEARN);Toulouse;31555;2018-10-15;2018.0;ENTRE RUE DE BIGORE ET PL PAPUS;VERS RUE DE BIGORE;;TV;292.0
RUE DE LA PROVIDENCE;PROVIDENCE (RUE DE LA PROVIDENCE);Toulouse;31555;2018-11-22;2018.0;ENTRE RU DE LA GLOIRE ET RUE SOLFERINO;VERS RUE DE SOLFERINO;oui;TV;1073.0
RUE DES ROSEAUX;ROSEAUX (RUE DES ROSEAUX);Toulouse;31555;2018-11-13;2018.0;ENTRE RUE DES FRENES ET RUE DE L'ENTRAIDE;VERS RUE DE L'ENTRAIDE;;TV;1232.0
RUE DE VENASQUE;VENASQUE (RUE DE VENASQUE);Toulouse;31555;2019-02-08;2019.0;ENTRECHE DE LA BUTTE ET IMP VENASQUE;VERS CHE DE LA BUTTE;;TV;1409.0
RUE DU PROFESSEUR MARTIN;MARTIN (RUE DU PROFESSEUR MARTIN);Toulouse;31555;2016-10-05;2016.0;ENTRE RUE PROVIDENCE ET RUE PASCAL;VERS RUE PASCAL;oui;TV;527.0
RUE DES TROUBADOURS;TROUBADOURS (RUE DES TROUBADOURS);Cugnaux;31157;2016-10-06;2016.0;ENTRE RTE DE TOULOUSE ET RUE DES TROUBADOUR;VERS RTE DE TOULOUSE;;TV;622.0
CHE DES VIEILLES ECOLES;ECOLES (CHE DES VIEILLES ECOLES);Toulouse;31555;2016-11-09;2016.0;ENTRE AV ZAY ET CHE DELBOSQUET;VERS AV JEAN ZAY;;TV;197.0
RUE CLAUDE GONIN;GONIN (RUE CLAUDE GONIN);Toulouse;31555;2016-11-12;2016.0;ENTRE RUE CHAMBENOIS;VERS CHE CARROSSE;;TV;5175.0
RTE DE REVEL;REVEL (RTE DE REVEL);Toulouse;31555;2016-11-12;2016.0;ENTRE RUE SERVANTY ET RUE NOUAHIBOU;VERS RUE NOUADHIBOU;;TV;7963.0
RUE FORTUNE GASPAROTTO;GASPAROTTO (RUE FORTUNE GASPAROTTO);Toulouse;31555;2016-11-21;2016.0;ENTRE RTE DE FRONTON ET CHE CROIX BENITE;VERS CHE CROIX BENITE;;TV;170.0
RUE FRANCOISE GIROUD;GIROUD (RUE FRANCOISE GIROUD);Toulouse;31555;2016-11-23;2016.0;ENTRE RUE ROQUEMAUREL ET AV DE LOMBEZ;VERS AV DE LOMBEZ;;TV;486.0
BD DU GENERAL DE GAULLE;GAULLE (BD DU GENERAL DE GAULLE);Colomiers;31149;2016-11-25;2016.0;ENTRE GIR LANGUDOC ET RPT MEDITERRANEE;VERSBD DE GASCOGNE;;TV;6973.0
CHE DE LASBADORQUES;LASBADORQUES (CHE DE LASBADORQUES);Cornebarrieu;31150;2016-11-25;2016.0;ENTRE CHE DE CORDELLE ET MONDONVILLE;VERS MONDONVILLE;;TV;299.0
RUE JEAN MOULIN;MOULIN (RUE JEAN MOULIN);Blagnac;31069;2016-11-25;2016.0;ENTRE PL NAVARRE ET PL AQUITAINE;VERS RTE DE GRENADE;;TV;1148.0
RUE EDMOND ROSTAND;ROSTAND (RUE EDMOND ROSTAND);Toulouse;31555;2016-11-28;2016.0;ENTRE RUE DURAND ET ALL HARRIS;VERS RUE DURAND;;TV;1438.0
RUE DES VIGNES;VIGNES (RUE DES VIGNES);Toulouse;31555;2016-11-28;2016.0;ENTRE RUE ROSTAND ET ROCADE;VARS ALL GD SELVE;;TV;1161.0
BD ANDRE NETWILLER;NETWILLER (BD ANDRE NETWILLER);Toulouse;31555;2016-11-28;2016.0;ENTRE AV MAUNOURY ET RUE PASTRE;VERS RTE D'ALBI;;TV;4521.0
CHE DES BOURDETS;BOURDETS (CHE DES BOURDETS);Tournefeuille;31557;2017-01-13;2017.0;ENTRE CHE PAHIN ET CHE ARMAGNAC;VERS CHE PAHIN;;TV;243.0
CHE DE LA CHAUGE;CHAUGE (CHE DE LA CHAUGE);Brax;31088;2017-01-16;2017.0;ENTRE RUE DU CATEAU ET RTE DE LEVIGNAC;VERS RUE DU CHATEAU;;TV;1607.0
RUE GUYNEMER;GUYNEMER (RUE GUYNEMER);Fonbeauzard;31186;2017-01-18;2017.0;ENTRE RUE BASTIE;VERS RUE BLERIOT;;TV;191.0
DEPARTEMENTALE 63;63 (DEPARTEMENTALE 63);Gagnac-Sur-Garonne;31205;2017-01-23;2017.0;ENTRE SEILH ET LA GARONNE;VERS GAGNAC;;TV;11066.0
RTE DE VILLEMUR;VILLEMUR (RTE DE VILLEMUR);Castelginest;31116;2017-01-23;2017.0;ENTRE RTE DE BRUGUIERES ET  RUE DU BARRY;VERS GRATENTOUR;;TV;3755.0
ALL MAURICE SARRAUT;SARRAUT (ALL MAURICE SARRAUT);Toulouse;31555;2017-01-30;2017.0;ENTRE PL MALE ET AV DE LOMBEZ;VERS PL MALE;;TV;2536.0
RUE VELASQUEZ;VELASQUEZ (RUE VELASQUEZ);Toulouse;31555;2017-02-20;2017.0;ENTRE CHE LAPORTE ET RTE DE BAYONNE;VERS CHE LAPORTE;;TV;1080.0
RUE VELASQUEZ;VELASQUEZ (RUE VELASQUEZ);Toulouse;31555;2017-02-20;2017.0;ENTRE CHE LAPORTE ET RUE DES LILAS;VERS CHE LAPORTE;;TV;3792.0
RUE JOSEPH JACQUARD;JACQUARD (RUE JOSEPH JACQUARD);Toulouse;31555;2017-02-21;2017.0;ENTRE BD SILVIO TRENTIN ET RUE HOCHE;VERS RUE HOCHE;oui;TV;3552.0
RUE JOSEPH JACQUARD;JACQUARD (RUE JOSEPH JACQUARD);Toulouse;31555;2017-02-21;2017.0;ENTRE RUE DUMAS ET RUE MUSSET;VERS RUE MUSSET;;TV;3882.0
RUE DES TAMARIS;TAMARIS (RUE DES TAMARIS);Blagnac;31069;2017-02-28;2017.0;ENTRE RUE DE LILAS ET RUE DES CHENES;VERS RUE DES CHENES;;TV;224.0
ALL DE LAYRAC;LAYRAC (ALL DE LAYRAC);Blagnac;31069;2017-02-28;2017.0;ENTRE RUE DES CHENES ET RUE DES LILAS;VERS RUE DES CHENES;;TV;89.0
RTE DE CORNEBARRIEU;CORNEBARRIEU (RTE DE CORNEBARRIEU);Colomiers;31149;2017-03-01;2017.0;ENTRE ALL DE LANGRES ET ALL DE GARROUSSAL;VERS BD DEFFERRE;;TV;7858.0
BD ALAIN SAVARY;SAVARY (BD ALAIN SAVARY);Blagnac;31069;2017-03-09;2017.0;ENTRE RUE FISCHL ET RUE PETIT;VERS RUE SANG;;TV;1373.0
CHE DU MOULIN DE NAUDIN;NAUDIN (CHE DU MOULIN DE NAUDIN);Blagnac;31069;2017-03-09;2017.0;ENTRE RTE DE GRENADE ET VIEUX CHE DE GRENAD;VERS RTE DE GRENADE;;TV;802.0
RUE MARCEL CLOUET;CLOUET (RUE MARCEL CLOUET);Toulouse;31555;2017-03-13;2017.0;ENTRE AV DES ETATS UNIS ET AV DE FRONTON;VERS AV DE FRONTON;oui;TV;477.0
RUE DE METZ;METZ (RUE DE METZ);Toulouse;31555;2017-03-17;2017.0;ENTRE BD CARNOT ET RUE REMPART ST ETIENNE;VERSBD CARNOT (VOIE BUS);;TV;578.0
RUE JACQUES GAMELIN;GAMELIN (RUE JACQUES GAMELIN);Toulouse;31555;2017-04-20;2017.0;ENTRE RUE FIEUX ET RUE BRASCASSAT;VERS RUE BRASCASSAT;;TV;2093.0
RUE HENRI DESBALS;DESBALS (RUE HENRI DESBALS);Toulouse;31555;2017-04-20;2017.0;ENTRE AV GERBAULT ET RUE VESTREPAIN;VERS BD DEODAT DE SEVERAC;;TV;2558.0
CHE DE PARC;PARC (CHE DE PARC);Pibrac;31417;2017-04-21;2017.0;ENTR RUE DES FRERES ET CHE BAUDE;VERS RUE DES FRERES;;TV;1721.0
RUE BAUDE;BAUDE (RUE BAUDE);Pibrac;31417;2017-04-21;2017.0;ENTRE RUE DE LA GARE ET RUE CARRELOT;VERS RUE DE LA GARE;;TV;1081.0
