Geo Point;Geo Shape;Street;MotDir;Id_Seg_Ges;Id_Seg_Obs;commune;code_insee;codsti;Nrivoli;Longueur;Type;arrete;date_mes;Annee;pole;SensUnique;DoubleSens_Cyclable;commentaire
43.6078262891,1.44169885469;"{""type"": ""LineString"", ""coordinates"": [[1.441465643771347, 43.607834209166484], [1.441636306293583, 43.60781807312761], [1.441932377509154, 43.60783467624368]]}";PL SAINT SERNIN;SERNIN (PL SAINT SERNIN);7682;7682;Toulouse;31555;315556400011;3105557984;38;Aire Pietonne;;;2009;Centre;;;
43.6080908587,1.44125647167;"{""type"": ""LineString"", ""coordinates"": [[1.441047299571534, 43.60834750827947], [1.441465643771347, 43.607834209166484]]}";PRV SAINT JEAN PAUL II;PAUL (PRV SAINT JEAN PAUL II);34120;3412;Toulouse;31555;315559000289;3105558037;66;Aire Pietonne;;;2009;Centre;oui;oui;
43.6096309824,1.43914167461;"{""type"": ""LineString"", ""coordinates"": [[1.439127282446662, 43.60946245777566], [1.439156066775646, 43.60979950695936]]}";RUE ARNAUD BERNARD;BERNARD (RUE ARNAUD BERNARD);3269;3269;Toulouse;31555;315550284850;3105550524;38;Aire Pietonne;17/196;2017-10-27T02:00:00+02:00;2017;Centre;oui;oui;
43.610450363,1.43940646875;"{""type"": ""LineString"", ""coordinates"": [[1.439579430948374, 43.61048218012292], [1.439366199479204, 43.61046062192229], [1.439248954065227, 43.61037738788502]]}";PL ARNAUD BERNARD;BERNARD (PL ARNAUD BERNARD);5299;5299;Toulouse;31555;315550281616;3105550520;31;Aire Pietonne;17/196;2017-10-27T02:00:00+02:00;2017;Centre;oui;oui;
43.6100812125,1.44139667569;"{""type"": ""LineString"", ""coordinates"": [[1.441162022718507, 43.610099226915345], [1.441631328659911, 43.61006319818455]]}";RUE SAINT CHARLES;CHARLES (RUE SAINT CHARLES);3227;3227;Toulouse;31555;315556163224;3105557728;38;Aire Pietonne;17/196;2017-10-27T02:00:00+02:00;2017;Centre;oui;oui;
43.6103512959,1.44169147148;"{""type"": ""LineString"", ""coordinates"": [[1.441631328659911, 43.61006319818455], [1.441751614301788, 43.6106393935177]]}";RUE JEAN RANCY;RANCY (RUE JEAN RANCY);3226;3226;Toulouse;31555;315555721604;3105554644;65;Aire Pietonne;17/196;2017-10-27T02:00:00+02:00;2017;Centre;oui;oui;
43.6106922325,1.439952651;"{""type"": ""LineString"", ""coordinates"": [[1.439847358303441, 43.61041618116766], [1.439943203209396, 43.61062319599406], [1.439964720486191, 43.61066405088535], [1.439997355363484, 43.61083271791474], [1.440017280336742, 43.61098047203765]]}";RUE DE LA VERGE D OR;OR (RUE DE LA VERGE D OR);3231;3231;Toulouse;31555;315557193623;3105558796;65;Aire Pietonne;17/196;2017-10-27T02:00:00+02:00;2017;Centre;oui;oui;
43.60927807,1.44082662759;"{""type"": ""LineString"", ""coordinates"": [[1.441314964523722, 43.608916707590154], [1.440652948173134, 43.60931464038399], [1.440492542276842, 43.60976561830916]]}";RUE GATIEN ARNOULT;ARNOULT (RUE GATIEN ARNOULT);3243;3243;Toulouse;31555;315553113632;3105553780;121;Aire Pietonne;17/196;2017-10-27T02:00:00+02:00;2017;Centre;oui;oui;
43.6093985586,1.4390032387;"{""type"": ""LineString"", ""coordinates"": [[1.438879194963093, 43.60933465947052], [1.439127282446662, 43.60946245777566]]}";PL DES TIERCERETTES;TIERCERETTES (PL DES TIERCERETTES);5400;5400;Toulouse;31555;315556851211;3105558480;25;Aire Pietonne;17/196;2017-10-27T02:00:00+02:00;2017;Centre;;;
43.604078588,1.44496402407;"{""type"": ""LineString"", ""coordinates"": [[1.444248970563861, 43.60393306758904], [1.444596056648926, 43.60396985883077], [1.445670955530473, 43.60426689214148]]}";RUE DU POIDS DE L HUILE;HUILE (RUE DU POIDS DE L HUILE);4625;4625;TOULOUSE;31555;315555456026;3105556972;121;Aire Pietonne;19/129;2019-09-11T02:00:00+02:00;2019;Centre;oui;oui;
43.6088572087,1.44208732631;"{""type"": ""LineString"", ""coordinates"": [[1.441537058482115, 43.608756444483866], [1.441618491545662, 43.608709919900804], [1.441804921639217, 43.60878381247178], [1.441991199353863, 43.60887679663883], [1.442121003018482, 43.60891509545645], [1.442281665342546, 43.60892682093639], [1.442495488717688, 43.608908015327955], [1.442576858099407, 43.60891640347436], [1.442661048451478, 43.60894339238313]]}";PL SAINT SERNIN;SERNIN (PL SAINT SERNIN);3252;3252;TOULOUSE;31555;315556400011;3105557984;99;Aire Pietonne;19/091;2019-06-20T02:00:00+02:00;2019;Centre;oui;oui;
43.6076819931,1.44159822896;"{""type"": ""LineString"", ""coordinates"": [[1.441932288997836, 43.607834260943015], [1.441481565698955, 43.60762937747164], [1.441264823980347, 43.60752830261216]]}";PL SAINT SERNIN;SERNIN (PL SAINT SERNIN);3248;3248;TOULOUSE;31555;315556400011;3105557984;64;Aire Pietonne;19/090;2019-06-20T02:00:00+02:00;2019;Centre;oui;oui;
43.6023711781,1.44354318372;"{""type"": ""LineString"", ""coordinates"": [[1.44353620943348, 43.6023153010424], [1.443550158010346, 43.60242705505893]]}";RUE SAINT ROME;ROME (RUE SAINT ROME);4638;4638;TOULOUSE;31555;315556387207;3105557972;12;Aire Pietonne;11/096;;2011;Centre;oui;oui;
43.6021847223,1.44353490584;"{""type"": ""LineString"", ""coordinates"": [[1.443533602239367, 43.602054143587324], [1.44353620943348, 43.6023153010424]]}";RUE SAINT ROME;ROME (RUE SAINT ROME);4639;4639;TOULOUSE;31555;315556387207;3105557972;29;Aire Pietonne;11/096;;2011;Centre;oui;oui;
43.6019203646,1.44354601306;"{""type"": ""LineString"", ""coordinates"": [[1.443558423885702, 43.60178658567591], [1.443533602239367, 43.602054143587324]]}";RUE SAINT ROME;ROME (RUE SAINT ROME);5115;5115;TOULOUSE;31555;315556387207;3105557972;30;Aire Pietonne;11/096;;2011;Centre;oui;oui;
43.6030566209,1.44893022873;"{""type"": ""LineString"", ""coordinates"": [[1.449280502878954, 43.602919621615705], [1.448824803833732, 43.60292078115653], [1.448818464284089, 43.6034344777831]]}";PL OCCITANE;OCCITANE (PL OCCITANE);8744;8744;TOULOUSE;31555;315558348542;3105556350;94;Aire Pietonne;11/109;;2011;Centre;;;
43.6035113154,1.44336990708;"{""type"": ""LineString"", ""coordinates"": [[1.443441380894132, 43.603171741450886], [1.443298433256941, 43.603850889406914]]}";RUE SAINT ROME;ROME (RUE SAINT ROME);4635;4635;TOULOUSE;31555;315556387207;3105557972;76;Aire Pietonne;11/096;;2011;Centre;oui;oui;
43.6017562027,1.44315757589;"{""type"": ""LineString"", ""coordinates"": [[1.442760611389592, 43.60185597912027], [1.44293864304457, 43.6017911568504], [1.443359115185628, 43.60170743571861], [1.443563485543374, 43.60170904450693]]}";RUE TRIPIERE;TRIPIERE (RUE TRIPIERE);5114;5114;TOULOUSE;31555;315556963233;3105558584;68;Aire Pietonne;11/097;;2011;Centre;;;
43.6016680493,1.44418381622;"{""type"": ""LineString"", ""coordinates"": [[1.444090245819818, 43.60148234507351], [1.444277386610211, 43.601853753547935]]}";RUE DES PUITS CLOS;CLOS (RUE DES PUITS CLOS);4654;4654;TOULOUSE;31555;315555635251;3105557180;44;Aire Pietonne;11/104;;2011;Centre;oui;oui;
43.5994465264,1.44332037722;"{""type"": ""LineString"", ""coordinates"": [[1.442724713368246, 43.59929636671109], [1.442994736188216, 43.599347698977546], [1.443911136997098, 43.59961700343381]]}";RUE DU COQ D INDE;INDE (RUE DU COQ D INDE);4809;4809;TOULOUSE;31555;315551936023;3105552280;102;Aire Pietonne;11/093;;2011;Centre;oui;oui;
43.6005364057,1.44376135951;"{""type"": ""LineString"", ""coordinates"": [[1.443784020366132, 43.600370068135575], [1.443738698656189, 43.600702743347895]]}";RUE DES CHANGES;CHANGES (RUE DES CHANGES);4671;4671;TOULOUSE;31555;315551632033;3105551876;37;Aire Pietonne;11/028;;2011;Centre;oui;oui;modif arrêté en 2010 et 2011
43.601113072,1.44369449903;"{""type"": ""LineString"", ""coordinates"": [[1.443738698656189, 43.600702743347895], [1.443688761084727, 43.601256778391416], [1.443621045819543, 43.60151833040135]]}";RUE DES CHANGES;CHANGES (RUE DES CHANGES);4652;4652;TOULOUSE;31555;315551632033;3105551876;91;Aire Pietonne;11/028;;2011;Centre;oui;oui;modif arrêté en 2010 et 2011
43.6029940237,1.44538918681;"{""type"": ""LineString"", ""coordinates"": [[1.445110698213905, 43.60298520988848], [1.445667675414735, 43.60300283743616]]}";RUE BAOUR LORMIAN;LORMIAN (RUE BAOUR LORMIAN);4684;4684;TOULOUSE;31555;315550521637;3105550816;45;Aire Pietonne;11/105;2011-05-26T02:00:00+02:00;2011;Centre;oui;oui;
43.6631134047,1.39260348231;"{""type"": ""LineString"", ""coordinates"": [[1.391779815040784, 43.6622730540872], [1.391723936587236, 43.66246734740749], [1.392616470803523, 43.66290494462174], [1.393017264974536, 43.66308276990567], [1.392861948449342, 43.66350580725987], [1.392970124463581, 43.66373189798621], [1.39331731626987, 43.66411543527289]]}";CHE DU TIERS ETAT;TIERS-ETAT (CHE DU TIERS ETAT);24476;2447;BEAUZELLE;31056;310560000108;31005;273;Aire Pietonne;;;2012;Ouest;oui;oui;
43.6546616598,1.39203583854;"{""type"": ""LineString"", ""coordinates"": [[1.390980250068945, 43.65428022214343], [1.391250594917901, 43.65428943718878], [1.391463679241361, 43.654341570588755], [1.392127961395636, 43.654689605854784], [1.393049263682784, 43.65518358756514]]}";CHE DU MOULIN DE NAUDIN;NAUDIN (CHE DU MOULIN DE NAUDIN);20786;2078;BLAGNAC;31069;310690000278;3100690711;198;Aire Pietonne;;;2012;Ouest;oui;oui;
43.602833621,1.44600892891;"{""type"": ""LineString"", ""coordinates"": [[1.446329818805597, 43.60251511566406], [1.446140465287979, 43.6027284017107], [1.445669627554629, 43.60313342475736]]}";RUE DE LA POMME;POMME (RUE DE LA POMME);4701;4701;TOULOUSE;31555;315555468840;3105556988;87;Aire Pietonne;13/108;2013-07-11T02:00:00+02:00;2013;Centre;oui;oui;
43.6071182035,1.44545296303;"{""type"": ""LineString"", ""coordinates"": [[1.44524436364868, 43.60729115423596], [1.44527287057193, 43.60721284821285], [1.4456995472913, 43.60697778242309]]}";RUE DU SALE;SALE (RUE DU SALE);3299;3299;TOULOUSE;31555;315556435260;3105558096;52;Aire Pietonne;13/110;2013-07-11T02:00:00+02:00;2013;Centre;oui;oui;
43.6059492649,1.44569014484;"{""type"": ""LineString"", ""coordinates"": [[1.445692920672886, 43.60576289976003], [1.445687368998226, 43.606135630011885]]}";RUE D ALSACE LORRAINE;LORRAINE (RUE D ALSACE LORRAINE);3313;3313;TOULOUSE;31555;315550118429;3105550224;41;Aire Pietonne;13/107;2013-07-11T02:00:00+02:00;2013;Centre;oui;oui;
43.5922058221,1.41766974257;"{""type"": ""LineString"", ""coordinates"": [[1.417857430844415, 43.591515981726275], [1.417617545924491, 43.59255572023515], [1.417340212183764, 43.592813659595016]]}";RUE DU ONZE NOVEMBRE 1918;NOVEMBRE 1918 (RUE DU ONZE NOVEMBRE 1918);7220;7220;TOULOUSE;31555;315558425519;3105556383;154;Aire Pietonne;13/185;2013-10-21T02:00:00+02:00;2013;Centre;oui;oui;
43.5929111702,1.44500575585;"{""type"": ""LineString"", ""coordinates"": [[1.444523949864772, 43.59274201001415], [1.445487561838311, 43.5930803303491]]}";ALL JULES GUESDE;GUESDE (ALL JULES GUESDE);4922;4922;TOULOUSE;31555;315553363223;3105554812;86;Aire Pietonne;13/227;2013-12-27T01:00:00+01:00;2013;Centre;;;
43.5935805285,1.44713397332;"{""type"": ""LineString"", ""coordinates"": [[1.44644063128918, 43.59332908912379], [1.447827315353537, 43.593831967779295]]}";ALL JULES GUESDE;GUESDE (ALL JULES GUESDE);5268;5268;TOULOUSE;31555;315553363223;3105554812;125;Aire Pietonne;13/227;2013-12-27T01:00:00+01:00;2013;Centre;oui;oui;
43.5941843608,1.44884721689;"{""type"": ""LineString"", ""coordinates"": [[1.448456733877705, 43.594049787452605], [1.449237699893296, 43.594318934144894]]}";ALL JULES GUESDE;GUESDE (ALL JULES GUESDE);5260;5260;TOULOUSE;31555;315553363223;3105554812;70;Aire Pietonne;13/227;2013-12-27T01:00:00+01:00;2013;Centre;oui;oui;
43.6028706424,1.44497960904;"{""type"": ""LineString"", ""coordinates"": [[1.444848519866456, 43.60275607493632], [1.445110698213905, 43.60298520988848]]}";PL ROGER SALENGRO;SALENGRO (PL ROGER SALENGRO);4970;4970;TOULOUSE;31555;315556438433;3105557572;33;Aire Pietonne;15/073;2015-06-08T02:00:00+02:00;2015;Centre;;;
43.6097933639,1.43982456843;"{""type"": ""LineString"", ""coordinates"": [[1.439156066775646, 43.60979950695936], [1.439805750679696, 43.609804648965245], [1.440492542276842, 43.60976561830916]]}";RUE GRAMAT;GRAMAT (RUE GRAMAT);3220;3220;Toulouse;31555;315553283216;3105553968;108;Aire Pietonne;17/196;2017-10-27T02:00:00+02:00;2017;Centre;oui;oui;
43.6102076359,1.43918079817;"{""type"": ""LineString"", ""coordinates"": [[1.439159215191338, 43.610023761747996], [1.439165012116914, 43.61024425328975], [1.439248954065227, 43.61037738788502]]}";RUE ARNAUD BERNARD;BERNARD (RUE ARNAUD BERNARD);3238;3238;Toulouse;31555;315550284850;3105550524;41;Aire Pietonne;17/196;2017-10-27T02:00:00+02:00;2017;Centre;oui;oui;
43.6108160786,1.44088304715;"{""type"": ""LineString"", ""coordinates"": [[1.441272249092856, 43.610737790357824], [1.440493845212805, 43.61089436677594]]}";RUE ESCOUSSIERES A BERNARD;BERNARD (RUE ESCOUSSIERES A BERNARD);3228;3228;Toulouse;31555;315552611206;3105553056;65;Aire Pietonne;17/196;2017-10-27T02:00:00+02:00;2017;Centre;oui;oui;
43.6106885919,1.4415119317;"{""type"": ""LineString"", ""coordinates"": [[1.441751614301788, 43.6106393935177], [1.441272249092856, 43.610737790357824]]}";RUE ESCOUSSIERES A BERNARD;BERNARD (RUE ESCOUSSIERES A BERNARD);3225;3225;Toulouse;31555;315552611206;3105553056;40;Aire Pietonne;17/196;2017-10-27T02:00:00+02:00;2017;Centre;oui;oui;
43.6101881939,1.44038854459;"{""type"": ""LineString"", ""coordinates"": [[1.440328290761696, 43.61021184486797], [1.440448798410932, 43.61016454291925]]}";RUE DES TROIS PILIERS;PILIERS (RUE DES TROIS PILIERS);3271;3271;Toulouse;31555;315556982444;3105558612;11;Aire Pietonne;17/196;2017-10-27T02:00:00+02:00;2017;Centre;oui;oui;
43.608836576,1.4414260115;"{""type"": ""LineString"", ""coordinates"": [[1.441537058482115, 43.608756444483866], [1.441314964523722, 43.608916707590154]]}";RUE GATIEN ARNOULT;ARNOULT (RUE GATIEN ARNOULT);5441;5441;Toulouse;31555;315553113632;3105553780;25;Aire Pietonne;17/196;2017-10-27T02:00:00+02:00;2017;Centre;oui;oui;
43.6104369058,1.43977607771;"{""type"": ""LineString"", ""coordinates"": [[1.439704797123288, 43.61045763040824], [1.439847358303441, 43.61041618116766]]}";RUE DES TROIS PILIERS;PILIERS (RUE DES TROIS PILIERS);5309;5309;Toulouse;31555;315556982444;3105558612;12;Aire Pietonne;17/196;2017-10-27T02:00:00+02:00;2017;Centre;oui;oui;
43.6043693464,1.44666739982;"{""type"": ""LineString"", ""coordinates"": [[1.446392251543249, 43.60417984959429], [1.446942548090631, 43.604558843106524]]}";RUE LAPEYROUSE;LAPEYROUSE (RUE LAPEYROUSE);4696;4696;TOULOUSE;31555;315553865649;3105555012;61;Aire Pietonne;19/129;2019-09-11T02:00:00+02:00;2019;Centre;oui;oui;
43.6039261029,1.44408567873;"{""type"": ""LineString"", ""coordinates"": [[1.443922386889348, 43.60391913819435], [1.444248970563861, 43.60393306758904]]}";RUE DE LA POMME;POMME (RUE DE LA POMME);4624;4624;TOULOUSE;31555;315555468840;3105556988;26;Aire Pietonne;19/142;2019-11-07T01:00:00+01:00;2019;Centre;oui;oui;
43.6080212415,1.44098090993;"{""type"": ""LineString"", ""coordinates"": [[1.440825007294674, 43.607730334494384], [1.440887902405497, 43.60788569900534], [1.440995170844331, 43.60794133079214], [1.441037140634952, 43.607972063643906], [1.441046074985125, 43.60816407805696], [1.441047664452994, 43.60834777426801]]}";PL SAINT SERNIN;SERNIN (PL SAINT SERNIN);3254;3254;TOULOUSE;31555;315556400011;3105557984;75;Aire Pietonne;19/091;2019-06-20T02:00:00+02:00;2019;Centre;oui;oui;
43.6067268472,1.44687707113;"{""type"": ""LineString"", ""coordinates"": [[1.446970738803668, 43.60633872320298], [1.446783403459475, 43.60711497125528]]}";PL VICTOR HUGO;HUGO (PL VICTOR HUGO);3327;3327;Toulouse;31555;315553478418;3105558840;88;Aire Pietonne;18/206;2018-12-17T01:00:00+01:00;2018;Centre;oui;oui;
43.6063078998,1.44720165619;"{""type"": ""LineString"", ""coordinates"": [[1.446970738803668, 43.60633872320298], [1.447432573575671, 43.60627707632257]]}";RUE PORTE SARDANE;SARDANE (RUE PORTE SARDANE);3337;3337;Toulouse;31555;315555507252;3105557028;38;Aire Pietonne;18/206;2018-12-17T01:00:00+01:00;2018;Centre;oui;oui;
43.6026794911,1.44352750543;"{""type"": ""LineString"", ""coordinates"": [[1.443550158010346, 43.60242705505893], [1.443504852842072, 43.60293192722695]]}";RUE SAINT ROME;ROME (RUE SAINT ROME);4637;4637;TOULOUSE;31555;315556387207;3105557972;56;Aire Pietonne;11/096;;2011;Centre;oui;oui;
43.6031289858,1.44528300307;"{""type"": ""LineString"", ""coordinates"": [[1.44511067207085, 43.602985263550934], [1.445455334071706, 43.60327270810727]]}";RUE DE LA BARUTTE;BARUTTE (RUE DE LA BARUTTE);4687;4687;TOULOUSE;31555;315550595237;3105550890;42;Aire Pietonne;11/107;;2011;Centre;oui;oui;
43.6027750916,1.45013444251;"{""type"": ""LineString"", ""coordinates"": [[1.450235312210948, 43.60315039162685], [1.450223479027416, 43.6026318151759], [1.449808204862513, 43.60262856026132]]}";PL OCCITANE;OCCITANE (PL OCCITANE);8745;8745;TOULOUSE;31555;315558348542;3105556350;91;Aire Pietonne;11/109;;2011;Centre;;;
43.6030494875,1.44274189854;"{""type"": ""LineString"", ""coordinates"": [[1.442032299414538, 43.603111365302055], [1.44230783779866, 43.60305399775802], [1.442570373078509, 43.60299740861487], [1.442719227969929, 43.60296925623937], [1.442827267409412, 43.60297010857249], [1.44292069298492, 43.60299071316709], [1.443066908155717, 43.6030514770536], [1.443157461171868, 43.603090974713005], [1.443271494625683, 43.603126881502966], [1.443441380894132, 43.603171741450886]]}";RUE DES GESTES;GESTES (RUE DES GESTES);4609;4609;TOULOUSE;31555;315553193639;3105553884;121;Aire Pietonne;11/102;;2011;Centre;;;
43.6025606742,1.44795983585;"{""type"": ""LineString"", ""coordinates"": [[1.447870826291798, 43.60237116541308], [1.44799548002852, 43.60265692622667], [1.448076400800346, 43.60273040956371]]}";RUE PAUL VIDAL;VIDAL (RUE PAUL VIDAL);4756;4756;TOULOUSE;31555;315557222404;3105556660;44;Aire Pietonne;11/001;;2011;Centre;;;
43.6361148728,1.46431061871;"{""type"": ""LineString"", ""coordinates"": [[1.464161182208425, 43.63613453890392], [1.464460055212435, 43.63609520677035]]}";PL SAINT CAPRAIS;CAPRAIS (PL SAINT CAPRAIS);8956;8956;TOULOUSE;31555;315558448607;3105557726;24;Aire Pietonne;02/213;;2002;Nord;;;
43.6023191425,1.44405963127;"{""type"": ""LineString"", ""coordinates"": [[1.443550158010346, 43.60242705505893], [1.443841052745535, 43.602389614843524], [1.444211150340365, 43.60227898854149], [1.444451713722738, 43.60221181875553], [1.444565285242564, 43.602190949230504]]}";RUE JULES CHALANDE;CHALANDE (RUE JULES CHALANDE);4647;4647;TOULOUSE;31555;315551600018;3105554792;86;Aire Pietonne;11/101;;2011;Centre;;;
43.6018796071,1.44455626585;"{""type"": ""LineString"", ""coordinates"": [[1.444277386610211, 43.601853753547935], [1.444835145094691, 43.601905460681614]]}";RUE DU PUITS VERT;VERT (RUE DU PUITS VERT);4655;4655;TOULOUSE;31555;315555644831;3105557188;45;Aire Pietonne;11/100;;2011;Centre;oui;oui;
43.602964593,1.44447613672;"{""type"": ""LineString"", ""coordinates"": [[1.444127990944348, 43.60296522593865], [1.444306497126928, 43.60295622253617], [1.444506875620206, 43.60296442861253], [1.444824397821979, 43.602974498538444]]}";RUE BAOUR LORMIAN;LORMIAN (RUE BAOUR LORMIAN);4643;4643;TOULOUSE;31555;315550521637;3105550816;56;Aire Pietonne;11/105;;2011;Centre;;;
43.6065092501,1.44352678271;"{""type"": ""LineString"", ""coordinates"": [[1.442432542843583, 43.60655465760355], [1.442714682342526, 43.60658148679861], [1.443241943070181, 43.6065856448437], [1.443703760288632, 43.606525894041646], [1.444100876745065, 43.60643914578448], [1.444431376475062, 43.60636605653657], [1.444607870801757, 43.606318252391794]]}";RUE MONTOYOL;MONTOYOL (RUE MONTOYOL);3307;3307;TOULOUSE;31555;315554777619;3105556084;180;Aire Pietonne;11/115;;2011;Centre;oui;oui;
43.6001511484,1.44379770884;"{""type"": ""LineString"", ""coordinates"": [[1.443811397323016, 43.599932228734744], [1.443784020366132, 43.600370068135575]]}";RUE DES CHANGES;CHANGES (RUE DES CHANGES);4831;4831;TOULOUSE;31555;315551632033;3105551876;49;Aire Pietonne;11/028;;2011;Centre;oui;oui;
43.6052267988,1.4427390998;"{""type"": ""LineString"", ""coordinates"": [[1.44282683057064, 43.60482918744366], [1.442751621818227, 43.605156904054056], [1.442656082670393, 43.60562543147756]]}";RUE DU TAUR;TAUR (RUE DU TAUR);4620;4620;TOULOUSE;31555;315556790415;3105558408;90;Aire Pietonne;13/114;;2013;Centre;oui;oui;modif arrete  en 2011
43.6036018251,1.44567827103;"{""type"": ""LineString"", ""coordinates"": [[1.445677459535496, 43.60348165988913], [1.445679082531429, 43.60372199037725]]}";RUE D ALSACE LORRAINE;LORRAINE (RUE D ALSACE LORRAINE);4691;4691;TOULOUSE;31555;315550118429;3105550224;27;Aire Pietonne;13/107;;2010;Centre;oui;oui;
43.6021492896,1.44456853943;"{""type"": ""LineString"", ""coordinates"": [[1.444565311385758, 43.60219089556818], [1.44457176747025, 43.60210768365916]]}";PL DES PUITS CLOS;CLOS (PL DES PUITS CLOS);8106;8106;TOULOUSE;31555;315555638424;3105557176;9;Aire Pietonne;11/103;2011-05-20T02:00:00+02:00;2011;Centre;;;
43.5982144783,1.43443443228;"{""type"": ""LineString"", ""coordinates"": [[1.434057037585079, 43.59842056699557], [1.434811826984894, 43.59800838966811]]}";PL OLIVIER;OLIVIER (PL OLIVIER);2738;2738;TOULOUSE;31555;315555033617;3105556372;76;Aire Pietonne;11/091;2011-05-20T02:00:00+02:00;2011;Centre;;;
43.5997746652,1.44386124113;"{""type"": ""LineString"", ""coordinates"": [[1.443911110854428, 43.599617057096054], [1.44381137140954, 43.59993227339768]]}";RUE DES FILATIERS;FILATIERS (RUE DES FILATIERS);4828;4828;TOULOUSE;31555;315552800001;3105553300;36;Aire Pietonne;11/114;2011-05-26T02:00:00+02:00;2011;Centre;oui;oui;
43.6014622908,1.44455299137;"{""type"": ""LineString"", ""coordinates"": [[1.444090271963129, 43.60148229141127], [1.444354891818719, 43.60146071851895], [1.445016333316089, 43.60145646619537]]}";RUE PEYRAS;PEYRAS (RUE PEYRAS);4657;4657;TOULOUSE;31555;315555353645;3105556804;75;Aire Pietonne;11/168;2011-07-11T02:00:00+02:00;2011;Centre;oui;oui;
43.6569552833,1.39608022985;"{""type"": ""LineString"", ""coordinates"": [[1.395261742087326, 43.65643479927802], [1.395777809061426, 43.65676360746237], [1.396488806526806, 43.657210416153], [1.396893693482742, 43.65748342144356]]}";CHE DU MOULIN DE NAUDIN;NAUDIN (CHE DU MOULIN DE NAUDIN);12265;1226;BLAGNAC;31069;310690000278;3100690711;176;Aire Pietonne;;;2012;Ouest;;;
43.5982665766,1.4347395861;"{""type"": ""LineString"", ""coordinates"": [[1.434811826984894, 43.59800838966811], [1.434667345206573, 43.5985247634406]]}";PL OLIVIER;OLIVIER (PL OLIVIER);2739;2739;TOULOUSE;31555;315555033617;3105556372;59;Aire Pietonne;11/091;2011-05-25T02:00:00+02:00;2011;Centre;;;
43.6043272121,1.44293979505;"{""type"": ""LineString"", ""coordinates"": [[1.443052759537325, 43.60382523679432], [1.44282683057064, 43.60482918744366]]}";PL DU CAPITOLE;CAPITOLE (PL DU CAPITOLE);4615;4615;TOULOUSE;31555;315551420803;3105551676;113;Aire Pietonne;13/106;2013-07-11T02:00:00+02:00;2013;Centre;oui;oui;
43.6049243201,1.44469311703;"{""type"": ""LineString"", ""coordinates"": [[1.443707750343377, 43.604951563739405], [1.445678483723382, 43.604897076451394]]}";RUE LAFAYETTE;LAFAYETTE (RUE LAFAYETTE);4622;4622;TOULOUSE;31555;315553766431;3105554920;159;Aire Pietonne;13/109;2013-07-11T02:00:00+02:00;2013;Centre;oui;oui;
43.6048912775,1.44602425071;"{""type"": ""LineString"", ""coordinates"": [[1.445678483723382, 43.604897076451394], [1.44637001770124, 43.60488547850208]]}";RUE LAFAYETTE;LAFAYETTE (RUE LAFAYETTE);4707;4707;TOULOUSE;31555;315553766431;3105554920;56;Aire Pietonne;13/109;2013-07-11T02:00:00+02:00;2013;Centre;oui;oui;
43.6068003548,1.44601640257;"{""type"": ""LineString"", ""coordinates"": [[1.4456995472913, 43.60697778242309], [1.446210357514593, 43.6066875543643], [1.446341270449547, 43.606640332214546]]}";RUE DU SALE;SALE (RUE DU SALE);3321;3321;TOULOUSE;31555;315556435260;3105558096;64;Aire Pietonne;13/110;2013-07-11T02:00:00+02:00;2013;Centre;oui;oui;
43.6065567062,1.44569345814;"{""type"": ""LineString"", ""coordinates"": [[1.445687368998226, 43.606135630011885], [1.4456995472913, 43.60697778242309]]}";RUE D ALSACE LORRAINE;LORRAINE (RUE D ALSACE LORRAINE);3301;3301;TOULOUSE;31555;315550118429;3105550224;94;Aire Pietonne;13/107;2013-07-11T02:00:00+02:00;2013;Centre;oui;oui;
43.6078792239,1.44597256149;"{""type"": ""LineString"", ""coordinates"": [[1.445687178134708, 43.60772039880128], [1.4462579448375, 43.60803804898633]]}";RUE DE BAYARD;BAYARD (RUE DE BAYARD);5464;5464;TOULOUSE;31555;315550640056;3105550920;58;Aire Pietonne;13/111;2013-07-11T02:00:00+02:00;2013;Centre;oui;oui;
43.5981975811,1.44420642842;"{""type"": ""LineString"", ""coordinates"": [[1.444264160359553, 43.59794609118989], [1.444202422955084, 43.59815753602864], [1.444170665317569, 43.598453421477764]]}";RUE DES FILATIERS;FILATIERS (RUE DES FILATIERS);4817;4817;TOULOUSE;31555;315552800001;3105553300;57;Aire Pietonne;11/114;;2011;Centre;oui;oui;
43.60395092,1.44603566704;"{""type"": ""LineString"", ""coordinates"": [[1.445679082531429, 43.60372199037725], [1.446392251543249, 43.60417984959429]]}";RUE LAPEYROUSE;LAPEYROUSE (RUE LAPEYROUSE);4694;4694;TOULOUSE;31555;315553865649;3105555012;77;Aire Pietonne;13/115;2013-07-11T02:00:00+02:00;2013;Centre;oui;oui;
43.6020076676,1.44443619916;"{""type"": ""LineString"", ""coordinates"": [[1.444277425137114, 43.60185370005234], [1.444357441682377, 43.60189974374076], [1.444453431838743, 43.602011197394276], [1.444565311385758, 43.60219089556818]]}";RUE DES PUITS CLOS;CLOS (RUE DES PUITS CLOS);4648;4648;TOULOUSE;31555;315555635251;3105557180;45;Aire Pietonne;11/104;;2011;Centre;;;
